,question,answer,model_answer,true_ref_str,attribution,answer_f1,answer_prec,answer_recall,autoais_retrevied(model_answer),att_f1,att_prec,att_recall,autoais_true_answer,BLEU,ROUGHLS,BLEU_ANS,ROUGHLS_ANS,cos_sim,cos_sim_ans
10,I moved recently and forgot to update my address. Could this be a problem?,"Yes, by statute, you have to report a change of address to DMV before ten days after moving.",Yes,"you must report a change of address to DMV within ten days of moving.  That is the case for the address associated with your license, as well as all the addresses associated with each registered vehicle, which may differ. ",,0.1111111111111111,1.0,0.0588235294117647,no,0.0,0.0,0.0,no,0.0,0.0,0.537284965911771,0.0954120756313892,0.48576927,0.52238685
11,Is it common to delay a transaction due to forgetting any prerequisite when going to the DMV office? what could be the alternative?,"Yes. Around 10% of our customers forget some of the pre-requisites when going to a DMV office. To avoid this, you could check on the DMV website to see if you can do your transaction online.",Don t visit a DMV office at all,"About ten percent of customers visiting a DMV office do not bring what they need to complete their transaction, and have to come back a second time to finish their business.  This can be as simple as not bringing sufficient funds to pay for a license renewal or not having the proof of auto insurance required to register a car.  don t visit a DMV office at all, and see if your transaction can be performed online, like an address change, registration renewal, license renewal, replacing a lost title, paying a DRA or scheduling a road test. ","Better yet , don t visit a DMV office at all, and see if your transaction can be performed online, like an address change, registration renewal, license renewal, replacing a lost title, paying a DRA or scheduling a road test.",0.1,0.2857142857142857,0.0606060606060606,yes,0.512396694214876,0.9117647058823528,0.3563218390804598,yes,0.0104364028393805,0.0039309792682672,0.0650821894420562,0.0178069515891174,0.62231064,0.6056591
12,What if the inquiry letter you send to me doesn't resolve the problem with my insurance?,"In that case, we must suspend the vehicle registration and if the problem persists, your driver's license. This happens quite often a year due to failing to maintain insurance.",I will have to suspend my registration and license.,"we must suspend the vehicle registration and ,  if it persists, your driver license!We suspend 300,000 registrations a year for failure to maintain insurance. ","If you fail to maintain an updated address with us , you won t learn that you have an insurance problem , and we will suspend your registration and license.",0.2857142857142857,0.5555555555555556,0.1923076923076923,yes,0.3829787234042554,0.3461538461538461,0.4285714285714285,yes,0.0141060869033903,0.0050489561194682,0.0431051401092788,0.0129206536873135,0.67226344,0.6103011
13,What could happen if I forget to update my new address with you guys?,If you move and don't update your address who won't know about any insurance problem and we'll have to suspend your registration and license.,I could be charged with operating an unregistered vehicle and/or aggravated unlicensed operation,"you won t learn that you have an insurance problem ,  and we will suspend your registration and license.  Make sure you turn in your vehicle s license plates at DMV before you cancel your insurance policy. ","If you fail to keep your address current , you will miss a suspension order and may be charged with operating an unregistered vehicle and/or aggravated unlicensed operation, both misdemeanors.",0.0,0.0,0.0,yes,0.1612903225806451,0.1851851851851851,0.1428571428571428,it is not possible to tell,0.0116919687459755,0.0043093243111045,0.0222028649681067,0.0073895444765684,0.71749616,0.54980814
14,Can I leave the state without notifying DMV?,Thanks to the communications between states you can resolve any previous problem you have in New York State before registering in the new state.,Yes,"States communicate with each other ,  so when you move to another state, be sure to tie up any loose ends regarding your New York State license or registration.  That means resolving any unanswered tickets, suspensions or revocations, and surrendering your license plates to NYS when you get to your new home state. ",,0.0,0.0,0.0,no,0.0,0.0,0.0,no,0.0,0.0,0.537284965911771,0.0954120756313892,0.48576927,0.52238685
15,Can you keep me up to date with my insurance so it doesn't lapse?,"The New York State requires every motorist to maintain auto insurance always that a vehicle is registered, due to that, DMV works with insurance companies to monitor your insurance coverage and keep you informed.",Yes,"Because we all pay indirectly for crashes involving uninsured motorists ,  New York State requires every motorist to maintain auto insurance every single day a vehicle is registered.  DMV works with insurance companies to electronically monitor your insurance coverage , ",,0.0,0.0,0.0,no,0.0,0.0,0.0,yes,0.0,0.0,0.537284965911771,0.0954120756313892,0.48576927,0.52238685
16,How would you contact me about any insurance problem?,After knowing about the problem we will send you a mail with an insurance inquiry letter to allow you to solve the problem.,DMV,"Because we all pay indirectly for crashes involving uninsured motorists ,  New York State requires every motorist to maintain auto insurance every single day a vehicle is registered.  DMV works with insurance companies to electronically monitor your insurance coverage , ",Make sure you turn in your vehicle s license plates at DMV before you cancel your insurance policy.,0.0,0.0,0.0,yes,0.1454545454545454,0.2222222222222222,0.1081081081081081,no,0.0220439095523296,0.0073719052800001,0.0,0.0,0.6524902,0.62080467
17,tell me about the cost of traffic points.,the charge you get from DMV is based on how many points you have accumulated.,$300,"DMV maintains a point system to track dangerous drivers.  motorists convicted of a traffic ticket feel they have resolved all their motoring issues with the local court, but later learn that the Driver Responsibility Assessment DRA is a separate DMV charge based on the total points they accumulate. ",The $300 DRA fee can be paid in $100 annual installments over three years.,0.0,0.0,0.0,yes,0.0363636363636363,0.0769230769230769,0.0238095238095238,no,0.0302185145144291,0.0096472399488199,0.0,0.0,0.50460756,0.36016357
18,tell me about the documentation I should bring when going to a DMV office.,"Since many of our customers tend to forget some document or requirement for their transactions, we recommend that you go first to our website to see if you can do your transaction online, that way you can avoid any hassle from going to the DMV Office.",not bringing sufficient funds to pay for a license renewal or not having the proof of auto insurance required to register a car,"About ten percent of customers visiting a DMV office do not bring what they need to complete their transaction, and have to come back a second time to finish their business.  This can be as simple as not bringing sufficient funds to pay for a license renewal or not having the proof of auto insurance required to register a car.  don t visit a DMV office at all, and see if your transaction can be performed online, like an address change, registration renewal, license renewal, replacing a lost title, paying a DRA or scheduling a road test. ",This can be as simple as not bringing sufficient funds to pay for a license renewal or not having the proof of auto insurance required to register a car.,0.123076923076923,0.2,0.0888888888888888,yes,0.4070796460176991,0.8846153846153846,0.264367816091954,yes,0.0146870357822158,0.0052422296754863,0.016956367620745,0.0058894062999252,0.6005795,0.53711736
19,Would there be a problem if I leave the state without notifying DMV?,"You should resolve any pending problem you have here before moving to another state, if you not, you could not get a new license in your new home state.",Yes,A license suspension or revocation here could mean that your new home state will not issue you a license there.  it is important to notify DMV of your new address so that any possible mail correspondence can reach you.  turning in your plates is important to avoid an insurance lapse. ,,0.0,0.0,0.0,no,0.0,0.0,0.0,yes,0.0,0.0,0.537284965911771,0.0954120756313892,0.48576927,0.52238685
20,Tell me about what can I do to not let my insurance lapse.,"Since we work with the insurance company to make sure that all the vehicles maintain their insurances properly and according to the New York State requirements, we sill inform you of any problems with your insurance coverage. ",Make sure you turn in your vehicle s license plates at DMV before you cancel your insurance policy.,"Because we all pay indirectly for crashes involving uninsured motorists ,  New York State requires every motorist to maintain auto insurance every single day a vehicle is registered.  DMV works with insurance companies to electronically monitor your insurance coverage , ",Make sure you turn in your vehicle s license plates at DMV before you cancel your insurance policy.,0.1923076923076923,0.2777777777777778,0.1470588235294117,it is not possible to tell,0.1454545454545454,0.2222222222222222,0.1081081081081081,no,0.0220439095523296,0.0073719052800001,0.0215248656348269,0.0071983270593624,0.63968676,0.57989204
21,What if I cancel my insurance policy?,you have to turn in your vehicle's license plates at DMV.,I will have to pay a fine,"you won t learn that you have an insurance problem ,  and we will suspend your registration and license.  Make sure you turn in your vehicle s license plates at DMV before you cancel your insurance policy. ","We send 500,000 inquiry letters a year.",0.2352941176470588,0.3333333333333333,0.1818181818181818,it is not possible to tell,0.048780487804878,0.1666666666666666,0.0285714285714285,no,0.0505828593169615,0.0144493740195481,0.0767963426615869,0.0201477030039386,0.49693882,0.5149597
22,"I more often than not tend to forget one or some of the documents needed for my transaction at the DMV Office, please tell me, is there another way to do my DMV transactions?","Yes, before going to the DMV office you should check our website to see if you can do your transaction online.","Don t visit a DMV office at all, and see if your transaction can be performed online, like an address change, registration renewal, license renewal, replacing a lost title, paying a DRA or scheduling a road test. Our award - winning website is recognized as one of the best in the nation. It has all the answers you need to efficiently perform any DMV transaction. Consider signing up for our MyDMV service, which offers even more benefits. Sign up or log into MyDMV","About ten percent of customers visiting a DMV office do not bring what they need to complete their transaction, and have to come back a second time to finish their business.  This can be as simple as not bringing sufficient funds to pay for a license renewal or not having the proof of auto insurance required to register a car.  don t visit a DMV office at all, and see if your transaction can be performed online, like an address change, registration renewal, license renewal, replacing a lost title, paying a DRA or scheduling a road test. ","Better yet , don t visit a DMV office at all, and see if your transaction can be performed online, like an address change, registration renewal, license renewal, replacing a lost title, paying a DRA or scheduling a road test.",0.2553191489361702,0.1621621621621621,0.6,yes,0.512396694214876,0.9117647058823528,0.3563218390804598,yes,0.0104364028393805,0.0039309792682672,0.0048061720163962,0.0019864438408739,0.60050136,0.5764219
23,Can I just write my new address in the back of my license if I haven't updated my address at the DMV?,"No, by statute, you must update your address at the DMV whenever you move from your registered address. It's not enough to just write the new address in the back of your license, or inform an officer when getting a ticket, or tell the United States Postal Service.",No,It is not sufficient to only: write your new address on the back of your old license; tell the United States Postal Service; or inform the police officer writing you a ticket. ,,0.0465116279069767,1.0,0.0238095238095238,no,0.0,0.0,0.0,no,0.0,0.0,0.5946035575013605,0.080324235179392,0.57222,0.5375054
24,How will you contact me about a problem with my insurance?,"When we detect any problem with your insurance, we'll mail you an insurance inquiry letter to let you resolve the problem.",DMV,we mail you an insurance inquiry letter to allow you to clear up the problem. ,Make sure you turn in your vehicle s license plates at DMV before you cancel your insurance policy.,0.0,0.0,0.0,yes,0.1290322580645161,0.1111111111111111,0.1538461538461538,Yes,0.0206678442715566,0.006911722711891,0.0,0.0,0.63968676,0.52661294
25,Can you help me with how to avoid the lapse of my insurance?,DMV is always in contact with insurance companies to electronically monitor your insurance coverage and comply with the New York State requirements.,Yes,"Because we all pay indirectly for crashes involving uninsured motorists ,  New York State requires every motorist to maintain auto insurance every single day a vehicle is registered.  DMV works with insurance companies to electronically monitor your insurance coverage , ",,0.0,0.0,0.0,no,0.0,0.0,0.0,no,0.0,0.0,0.537284965911771,0.0954120756313892,0.57222,0.5431775
26,Can I just notify the United States Postal Service about a change of address or do I have to update this info with the DMV too?,You have to keep your address up to date in the DMV. It is not enough to inform the US Postal Service.,Notify the United States Postal Service,It is not sufficient to only: write your new address on the back of your old license; tell the United States Postal Service; or inform the police officer writing you a ticket. ,It is not sufficient to only: write your new address on the back of your old license; tell the United States Postal Service; or inform the police officer writing you a ticket.,0.16,0.4,0.1,yes,0.9642857142857144,0.9642857142857144,0.9642857142857144,no,0.0134311268709118,0.0048865978789493,0.0545958669290904,0.0155957198116592,0.6135328,0.54162586
27,Tell me about the mistake of not bringing the proper documentation to a DMV office.,"Around 10% of our customers that visit a DMV office, forget to bring all of the requirements for their transactions. Before going to a DMV Office you should see if your transaction can be performed online, like an address change, registration renewal, and more. This way you can avoid going to a DMV Office.",not bringing sufficient funds to pay for a license renewal or not having the proof of auto insurance required to register a car,"About ten percent of customers visiting a DMV office do not bring what they need to complete their transaction, and have to come back a second time to finish their business.  This can be as simple as not bringing sufficient funds to pay for a license renewal or not having the proof of auto insurance required to register a car.  don t visit a DMV office at all, and see if your transaction can be performed online, like an address change, registration renewal, license renewal, replacing a lost title, paying a DRA or scheduling a road test. ",This can be as simple as not bringing sufficient funds to pay for a license renewal or not having the proof of auto insurance required to register a car.,0.1159420289855072,0.2,0.0816326530612244,yes,0.4070796460176991,0.8846153846153846,0.264367816091954,yes,0.0146870357822158,0.0052422296754863,0.0171547214345436,0.005958299958445,0.66113716,0.597455
28,what could happen in case I don't update my address in the DMV?,"first, is not enough to update your address with a third party, you should keep your address updated in the DMV, if not, you could miss a suspension order and may be charged with operating an unregistered vehicle.",I will miss a suspension order and may be charged with operating an unregistered vehicle and/or aggravated unlicensed operation,It is not sufficient to only: write your new address on the back of your old license; tell the United States Postal Service; or inform the police officer writing you a ticket. ,"If you fail to keep your address current , you will miss a suspension order and may be charged with operating an unregistered vehicle and/or aggravated unlicensed operation, both misdemeanors.",0.4313725490196078,0.6470588235294118,0.3235294117647059,yes,0.1454545454545454,0.1481481481481481,0.1428571428571428,yes,0.0116919687459755,0.0043093243111045,0.016956367620745,0.0058894062999252,0.6286844,0.49992692
29,Tell me about the costs of traffic points.,the cost of the charge you can get from the DMV due to a traffic violation varies according your accumulated traffic points.,"The $300 DRA fee can be paid in $100 annual installments over three years. Motorists who fail to maintain an updated address with DMV may resolve their tickets with the court, but never receive their DRA assessment because we do not have their new address on record. Failure to pay the DRA will result in a suspended license.","DMV maintains a point system to track dangerous drivers.  motorists convicted of a traffic ticket feel they have resolved all their motoring issues with the local court, but later learn that the Driver Responsibility Assessment DRA is a separate DMV charge based on the total points they accumulate. ","Motorists who fail to maintain an updated address with DMV may resolve their tickets with the court, but never receive their DRA assessment because we do not have their new address on record.",0.0845070422535211,0.0566037735849056,0.1666666666666666,it is not possible to tell,0.3013698630136986,0.3548387096774194,0.2619047619047619,yes,0.0121977285581956,0.0044924767949599,0.0067538808610475,0.0026696181070372,0.6532997,0.50409734
30,What else could happen if I don't update my address with you guys?.,You won't learn about any insurance problem and we'll suspend your registration and license.,Leaving the State Without Notifying,"you won t learn that you have an insurance problem ,  and we will suspend your registration and license.  Make sure you turn in your vehicle s license plates at DMV before you cancel your insurance policy. ","Leaving the State Without Notifying DMV 
States communicate with each other , so when you move to another state, be sure to tie up any loose ends regarding your New York State license or registration.",0.0,0.0,0.0,yes,0.1764705882352941,0.1818181818181818,0.1714285714285714,no,0.0115450267450706,0.0042792421783796,0.051935912157243,0.0145407355522429,0.6572986,0.54431784
31,Is it that important to update my address at the DMV?,"By statute, you must always report any change of address to the DMV within 10 days of moving. This applies for the address associated with your license and all addresses associated with your registered vehicles.",Yes,"you must report a change of address to DMV within ten days of moving.  That is the case for the address associated with your license, as well as all the addresses associated with each registered vehicle, which may differ. ",,0.0,0.0,0.0,no,0.0,0.0,0.0,yes,0.0,0.0,0.4854917717073234,0.0862145427090973,0.51148784,0.5205265
32,Do I have only 10 days to report a change of address?,"Yes, this is required by law. You have to report your new address within ten days of moving.",Yes,"you must report a change of address to DMV within ten days of moving.  That is the case for the address associated with your license, as well as all the addresses associated with each registered vehicle, which may differ. ",,0.1052631578947368,1.0,0.0555555555555555,no,0.0,0.0,0.0,yes,0.0,0.0,0.537284965911771,0.0954120756313892,0.51148784,0.5205265
33,How often do you send inquiry letters?,We send about 500.000 inquiry letters per year.,"500,000","We send 500,000 inquiry letters a year. ","We send 500,000 inquiry letters a year.",0.2222222222222222,1.0,0.125,yes,1.0,1.0,1.0,yes,0.0538628702713129,0.0153863338060769,0.1920561263749893,0.0384819674608726,0.43388653,0.36316523
34,I want to know about the traffic points cost.,The points is the system used for the DMV to keep track of dangerous drivers. The amount you pay from a DMV charge for a traffic ticket depends on the number of accumulated points.,[3].,"DMV maintains a point system to track dangerous drivers.  motorists convicted of a traffic ticket feel they have resolved all their motoring issues with the local court, but later learn that the Driver Responsibility Assessment DRA is a separate DMV charge based on the total points they accumulate. ",Sign up or log into MyDMV [6 ],0.0,0.0,0.0,no,0.0,0.0,0.0,yes,0.0661580009925034,0.017987596099844,0.3194715521231362,0.0610332203119731,0.5658023,0.43139094
35,Isn't the DMV charge included in the DRA charge?,"No, the DRA and DMV charge are separate charges.",DRA is a separate DMV charge based on the total points they accumulate.,"DMV maintains a point system to track dangerous drivers.  motorists convicted of a traffic ticket feel they have resolved all their motoring issues with the local court, but later learn that the Driver Responsibility Assessment DRA is a separate DMV charge based on the total points they accumulate. ","Often , motorists convicted of a traffic ticket feel they have resolved all their motoring issues with the local court, but later learn that the Driver Responsibility Assessment DRA is a separate DMV charge based on the total points they accumulate.",0.4210526315789474,0.3636363636363636,0.5,yes,0.8571428571428571,0.9428571428571428,0.7857142857142857,yes,0.0094274335864821,0.0035994904073632,0.0297216176662319,0.0094243052548226,0.606611,0.5849002
36,What if I have an insurance problem and the inquiry letter does not resolve it?,"In that case, we have to suspend the vehicle registration and, if the problem persists, your license.",I will have to suspend my registration and license.,"we must suspend the vehicle registration and ,  if it persists, your driver license!We suspend 300,000 registrations a year for failure to maintain insurance. ","If you fail to maintain an updated address with us , you won t learn that you have an insurance problem , and we will suspend your registration and license.",0.5,0.6666666666666666,0.4,yes,0.3829787234042554,0.3461538461538461,0.4285714285714285,yes,0.0141060869033903,0.0050489561194682,0.0431051401092788,0.0129206536873135,0.84448045,0.8512139
37,"Hello, I recently moved with my family and I forgot to Update my address. I read an article about the Top 5 DMV mistakes people do, and figured out it'd be a problem if I don't update it. What can I do?","Hello. First, you have to report a change of address to DMV within ten days of having moved, for both the address associated with your license and all the addresses associated with each vehicle you have. ",I can turn in my plates to avoid an insurance lapse.,"you must report a change of address to DMV within ten days of moving.  That is the case for the address associated with your license, as well as all the addresses associated with each registered vehicle, which may differ. ","Also , turning in your plates is important to avoid an insurance lapse.",0.0465116279069767,0.1,0.0303030303030303,yes,0.1304347826086956,0.2727272727272727,0.0857142857142857,no,0.0301052017424668,0.0095459343487004,0.040195867813285,0.0120895766284957,0.75469255,0.64186656
38,It's been 2 weeks since I moved. What are the consequences of not having updated my address within those ten days?,You will be charged with operating an unregistered vehicle and/or aggravated unlicensed operation.,"I'll miss a suspension order and may be charged with operating an unregistered vehicle and/or aggravated unlicensed operation, both misdemeanors.","you will miss a suspension order and may be charged with operating an unregistered vehicle and/or aggravated unlicensed operation, both misdemeanors.  This really happens ,  but the good news is this is a problem that is easily avoidable. ","If you fail to keep your address current , you will miss a suspension order and may be charged with operating an unregistered vehicle and/or aggravated unlicensed operation, both misdemeanors.",0.6666666666666667,0.5555555555555556,0.8333333333333334,yes,0.6333333333333334,0.7037037037037037,0.5757575757575758,yes,0.0115732531810953,0.0042655691590886,0.014840419933488,0.0052559583213,0.72689855,0.7590846
39,"Ok. I'll pay the charges.I have another question: I'm planning on leaving the state next month, what  are the steps I should take? I don't want to leave the state without notifying DMV","Well, you need to know that States communicate with each other, so if you leave the state without notifying DMV will be aware of that. Before leaving the state, make sure to resolve any unaswered tickets, suspensions or revocations. 
You also have to surrender your license(s) plate(s) to NYS when you get to the new state. ","If you are moving to another state, you should report a change of address to the DMV within ten days of moving.","States communicate with each other ,  so when you move to another state, be sure to tie up any loose ends regarding your New York State license or registration.  That means resolving any unanswered tickets, suspensions or revocations, and surrendering your license plates to NYS when you get to your new home state. ","Forgetting to Update Address 
By statute , you must report a change of address to DMV within ten days of moving.",0.1643835616438356,0.3,0.1132075471698113,it is not possible to tell,0.056338028169014,0.1052631578947368,0.0384615384615384,It's impossible to say,0.0192427393120501,0.0065583587955085,0.0204822211898496,0.0069712803882171,0.6164393,0.5282677
40,Ok. I suppose I have to get a new car insurance in the new state. What happens if by accident I let the insurance lapse?,DMV will suspend your registration and license. ,I will be charged with operating an unregistered vehicle and/or aggravated unlicensed operation.,"you won t learn that you have an insurance problem ,  and we will suspend your registration and license.  Make sure you turn in your vehicle s license plates at DMV before you cancel your insurance policy. ","If you fail to keep your address current , you will miss a suspension order and may be charged with operating an unregistered vehicle and/or aggravated unlicensed operation, both misdemeanors.",0.1052631578947368,0.0833333333333333,0.1428571428571428,yes,0.1612903225806451,0.1851851851851851,0.1428571428571428,yes,0.0116919687459755,0.0043093243111045,0.0213188487829981,0.0070953267291178,0.7268985,0.67818606
41,"Let's say I get to a new state, I register my vehicle, get my car insurance and all that stuff but my coverage is dropped for any reason. What would DMV do in that case? ","We would send you an inquiry letter to allow you to clear up the problem. We send 500000 inquiry letters a year, so that's covered. ",reissue my license plates,"We send 500,000 inquiry letters a year. ","Also , turning in your plates is important to avoid an insurance lapse.",0.0,0.0,0.0,no,0.0,0.0,0.0,no,0.0275369636869428,0.0087315823280899,0.0798136615668399,0.0209393037893965,0.75469255,0.6128195
42,"Hi , I forget to update my adress. And What will happen now.?","You must inform your adrees change to DMV in ten days. If you are in ten days, please hurry.",I will be suspended.,"By statute ,  you must report a change of address to DMV within ten days of moving.  That is the case for the address associated with your license, as well as all the addresses associated with each registered vehicle, which may differ. ","Also , turning in your plates is important to avoid an insurance lapse.",0.0,0.0,0.0,no,0.125,0.2727272727272727,0.081081081081081,no,0.0301052017424668,0.0095459343487004,0.0946949124688482,0.0237452456817785,0.75469255,0.7048578
43,"If I don't, is there any serious problem for me?","Yes , in thşs case you can miss a suspensin order, and so you can continue to drive an unregistered vehicle",Do not visit a DMV office at all,"you will miss a suspension order and may be charged with operating an unregistered vehicle and/or aggravated unlicensed operation, both misdemeanors.  This really happens ,  but the good news is this is a problem that is easily avoidable. ","Better yet , don t visit a DMV office at all, and see if your transaction can be performed online, like an address change, registration renewal, license renewal, replacing a lost title, paying a DRA or scheduling a road test.",0.0,0.0,0.0,yes,0.0597014925373134,0.0588235294117647,0.0606060606060606,no,0.0097656797819573,0.0036783444788616,0.0582978374534141,0.0160477644965674,0.6923925,0.6471081
44,Is it useless to inform the police officer about the situation?,No it is not sufficient. You must do more.,No,It is not sufficient to only: write your new address on the back of your old license; tell the United States Postal Service; or inform the police officer writing you a ticket. ,,0.1999999999999999,1.0,0.1111111111111111,no,0.0,0.0,0.0,no,0.0,0.0,0.5946035575013605,0.080324235179392,0.51148784,0.48074323
