question,answer,model_answer,ref,retrived_doc,doc_id,dial_id
Can DMV see my searches?,"Yes, they may ask about performed searches.",Yes,"[[{'sp_id': '46', 'label': 'solution'}, {'sp_id': '47', 'label': 'solution'}, {'sp_id': '48', 'label': 'solution'}]]",Will DMV contact me about the searches I perform using my DIAL-IN Search Account?,DIAL-IN search accounts#3_0,91504908b965f7beba2fcfc4cd523dfc
What if the search was for someone else?,You will need to show proof.,DIAL - IN account holder,"[[{'sp_id': '52', 'label': 'solution'}]]","Yes. Records of searches are public records. If a motorist asks the DMV if his records were searched , the DMV supplies him with the name and business address of the DIAL - IN account holder , and the time, date and search criteria used to search",DIAL-IN search accounts#3_0,91504908b965f7beba2fcfc4cd523dfc
Will my records be shared?,"Yes, the records are public.
Are you concerned about someone asking have they been searched?",Yes,"[[{'sp_id': '59', 'label': 'solution'}, {'sp_id': '60', 'label': 'solution'}], [{'sp_id': '61', 'label': 'precondition'}]]","Yes. Records of searches are public records. If a motorist asks the DMV if his records were searched , the DMV supplies him with the name and business address of the DIAL - IN account holder , and the time, date and search criteria used to search",DIAL-IN search accounts#3_0,91504908b965f7beba2fcfc4cd523dfc
"No, they will already be aware.
What happens if I didn't perform the search?",You will need to contact us.,I will be arrested,"[[{'sp_id': '56', 'label': 'solution'}]]",Will you tell a motorist if I searched his records?,DIAL-IN search accounts#3_0,91504908b965f7beba2fcfc4cd523dfc
What searches can I do?,Anything for employment. There's a list available.,mail - order searches,"[[{'sp_id': '43', 'label': 'solution'}, {'sp_id': '44', 'label': 'solution'}]]","subtract the search fee from your account balance. Payment by credit card is NOT available at this time. You can use your account to pay for the mail - order searches and the online searches. If you must pay a fee for the service , your account",DIAL-IN search accounts#3_0,91504908b965f7beba2fcfc4cd523dfc
What if it doesn't work with my browser?,Update the version.,I can't use the app,"[[{'sp_id': '74', 'label': 'solution'}]]",Note on browser compatibility,DIAL-IN search accounts#3_0,91504908b965f7beba2fcfc4cd523dfc
Who do I contact about my account?,You can contact the DMV.,the bank or credit union,"[[{'sp_id': '68', 'label': 'solution'}]]",How do I apply for an account?,DIAL-IN search accounts#3_0,91504908b965f7beba2fcfc4cd523dfc
What are out of state insurance documents?,"New York will never accept out of state insurance coverage of any type.
Is your vehicle registered in New York.",insurance documents,"[[{'sp_id': '46', 'label': 'solution'}], [{'sp_id': '47', 'label': 'precondition'}]]",Out-of-state insurance documents,New York State Insurance Requirements#3_0,1901d688dbfbf7f424d4c1d447e594a7
yes,It must have New York state insurance coverage.,no,"[[{'sp_id': '48', 'label': 'solution'}, {'sp_id': '49', 'label': 'solution'}, {'sp_id': '50', 'label': 'solution'}]]",Do I need insurance?,New York State Insurance Requirements#3_0,1901d688dbfbf7f424d4c1d447e594a7
How long do I have to register?,"You have 180 days from date of your insurance ID.
",180 days,"[[{'sp_id': '33', 'label': 'solution'}, {'sp_id': '34', 'label': 'solution'}, {'sp_id': '35', 'label': 'solution'}]]",electronic notice of insurance together verify your insurance coverage. We need both. You must register your vehicle at the DMV within 180 days of the effective date on your insurance ID card. Bring one copy or form of your Insurance Identification,New York State Insurance Requirements#3_0,1901d688dbfbf7f424d4c1d447e594a7
Where can I find an insurance company?,The New York State Department of Financial Services website.,Insurance Companies in your area,"[[{'sp_id': '18', 'label': 'solution'}]]",What kind of insurance do I need?,New York State Insurance Requirements#3_0,1901d688dbfbf7f424d4c1d447e594a7
Will DMV accept copies of my insurance ID?,Yes as long as barcode can be scanned.,Yes,"[[{'sp_id': '42', 'label': 'solution'}, {'sp_id': '43', 'label': 'solution'}, {'sp_id': '44', 'label': 'solution'}]]","Will the DMV accept copies or faxes of my Insurance Identification Card? 
Yes. However , the DMV will not accept a card if the DMV barcode reader cannot read scan the barcode.",New York State Insurance Requirements#3_0,1901d688dbfbf7f424d4c1d447e594a7
What do I need from insurance company as proof?,Your insurance company will give you two ID cards.,a copy of the insurance policy,"[[{'sp_id': '27', 'label': 'solution'}, {'sp_id': '28', 'label': 'solution'}, {'sp_id': '29', 'label': 'solution'}]]",What kind of insurance do I need?,New York State Insurance Requirements#3_0,1901d688dbfbf7f424d4c1d447e594a7
Do I need insurance?,"Yes you need insurance.
Are you looking to register a vehicle in New York State?",I am not sure I need insurance,"[[{'sp_id': '2', 'label': 'solution'}], [{'sp_id': '3', 'label': 'precondition'}]]",Do I need insurance?,New York State Insurance Requirements#3_0,e5b2e04bf3523e7a9ac0a39af439613c
No not at this time.,Do you currently have insurance?,I am not at this time,"[[{'sp_id': '4', 'label': 'precondition'}]]","Yes. The DMV requires auto liability insurance to register a vehicle in New York. When you get insurance , your insurance company will issue proof of insurance in two ways. It will give you two original NY State Insurance ID Cards see a sample [3]",New York State Insurance Requirements#3_0,e5b2e04bf3523e7a9ac0a39af439613c
Yes I maintain insurance at this time.,Great without maintaining insurance the DMV can suspend your vehicle registration and your driver license.,I am not sure I need insurance.,"[[{'sp_id': '5', 'label': 'solution'}]]",Do I need insurance?,New York State Insurance Requirements#3_0,e5b2e04bf3523e7a9ac0a39af439613c
What type of insurance is required to register a vehicle?,The DMV requires auto liability insurance to register a vehicle in New York.,a vehicle insurance policy,"[[{'sp_id': '24', 'label': 'solution'}, {'sp_id': '25', 'label': 'solution'}]]",Do I need insurance to register my vehicle?,New York State Insurance Requirements#3_0,e5b2e04bf3523e7a9ac0a39af439613c
What proof do I need for the DMV?,Your insurance company will issue proof of insurance.  It may be Insurance ID cards or provide you with access to your digital electronic NY State Insurance ID Card.,insurance,"[[{'sp_id': '27', 'label': 'solution'}, {'sp_id': '28', 'label': 'solution'}, {'sp_id': '29', 'label': 'solution'}]]",Cards with you. The DMV office will keep the paper card. Keep the other paper card with the vehicle as your proof of insurance. Anyone operating your vehicle must be able to provide proof of insurance while they are operating the vehicle.,New York State Insurance Requirements#3_0,e5b2e04bf3523e7a9ac0a39af439613c
Is that the only way to access the cards?,"Yes, your insurance will provide proof in one of two ways.",no,"[[{'sp_id': '27', 'label': 'solution'}, {'sp_id': '28', 'label': 'solution'}, {'sp_id': '29', 'label': 'solution'}]]",Cards with you. The DMV office will keep the paper card. Keep the other paper card with the vehicle as your proof of insurance. Anyone operating your vehicle must be able to provide proof of insurance while they are operating the vehicle.,New York State Insurance Requirements#3_0,e5b2e04bf3523e7a9ac0a39af439613c
How much does it cost to get a commercial registration?,"You would need to get both the county and state fees from the appropriate sources.
If it's the first time you've done this, you have a few small fees.",$1,"[[{'sp_id': '2', 'label': 'solution'}], [{'sp_id': '3', 'label': 'precondition'}]]",Registration fee chart for commercial vehicles,"Commercial vehicle registration fees, vehicle use taxes and supplemental fees#3_0",3cd0fb8c1ccf43fc7be1c0ee50923b9e
"What fees are they?
I've looked at the fee chart but I don't understand it.","If you reference it, it will tell you all you need to know.",I've looked at the fee chart,"[[{'sp_id': '9', 'label': 'solution'}, {'sp_id': '10', 'label': 'solution'}, {'sp_id': '11', 'label': 'solution'}]]",you cannot use this chart to calculate your fee.,"Commercial vehicle registration fees, vehicle use taxes and supplemental fees#3_0",3cd0fb8c1ccf43fc7be1c0ee50923b9e
Is there a fee chart that refrences and combines both?,"No, you'll need to reference both in order to determine total cost.",no,"[[{'sp_id': '2', 'label': 'solution'}]]",you cannot use this chart to calculate your fee.,"Commercial vehicle registration fees, vehicle use taxes and supplemental fees#3_0",3cd0fb8c1ccf43fc7be1c0ee50923b9e
What about any city fees? Like inside NYC?,There are different charts for passenger and commercial vehicles. Please reference the correct one.,vehicle use tax,"[[{'sp_id': '24', 'label': 'solution'}, {'sp_id': '25', 'label': 'solution'}, {'sp_id': '26', 'label': 'solution'}]]",Residents of New York City and several counties in New York must pay a vehicle use tax when they register a commercial vehicle or renew a commercial vehicle registration. The DMV collects the taxes for the city and the counties. Read the table below,"Commercial vehicle registration fees, vehicle use taxes and supplemental fees#3_0",3cd0fb8c1ccf43fc7be1c0ee50923b9e
Are there any other fees besides the ones in the charts?,Yes. Refrerence the end of those charts.,no,"[[{'sp_id': '35', 'label': 'solution'}, {'sp_id': '36', 'label': 'solution'}, {'sp_id': '37', 'label': 'solution'}]]",you cannot use this chart to calculate your fee.,"Commercial vehicle registration fees, vehicle use taxes and supplemental fees#3_0",3cd0fb8c1ccf43fc7be1c0ee50923b9e
What are the fees for commercial vehicles?,"Use both the registration fee and county use tax charts to determine your registration fee and county use tax.
Is this the original registration of your vehicle?",a,"[[{'sp_id': '2', 'label': 'solution'}], [{'sp_id': '3', 'label': 'precondition'}]]",Determine the fees for commercial vehicles,"Commercial vehicle registration fees, vehicle use taxes and supplemental fees#3_0",f20ca315d67b922f8190c780dd4db80d
Yes it is the original registration.,Ok you must pay the fees for your vehicle plates which is $25 and your title certificate fee of $50.,Yes,"[[{'sp_id': '4', 'label': 'solution'}, {'sp_id': '5', 'label': 'solution'}, {'sp_id': '6', 'label': 'solution'}]]",The chart show the use taxes and supplemental fees for all original registrations and renewals. The amount of the sales tax depends on the purchase price and your locality. You can see the current sales tax rates by jurisdiction [3] at the,"Commercial vehicle registration fees, vehicle use taxes and supplemental fees#3_0",f20ca315d67b922f8190c780dd4db80d
Is there a vehicle use tax?,Residents of New York City and several counties in New York must pay a vehicle use tax when they register a commercial vehicle or renew a commercial vehicle registration.,New York City and several counties in New York,"[[{'sp_id': '14', 'label': 'solution'}, {'sp_id': '15', 'label': 'solution'}, {'sp_id': '16', 'label': 'solution'}]]",Residents of New York City and several counties in New York must pay a vehicle use tax when they register a commercial vehicle or renew a commercial vehicle registration. The DMV collects the taxes for the city and the counties. Read the table below,"Commercial vehicle registration fees, vehicle use taxes and supplemental fees#3_0",f20ca315d67b922f8190c780dd4db80d
How much is the vehicle use tax?,Vehicle use tax is $40 a year and livery and for-hire vehicles in these registration classes are $400 for 1 year.,$80,"[[{'sp_id': '24', 'label': 'solution'}, {'sp_id': '25', 'label': 'solution'}, {'sp_id': '26', 'label': 'solution'}]]",All passenger vehicle original registrations and renewals Vehicle use tax - $80 for 2 years $40 / year Livery and for - hire vehicles in these registration classes - $400 for 1 year 3 Livery OML Bus (OMR) Taxi OMT Supplemental MCTD fee - $50 for two,"Commercial vehicle registration fees, vehicle use taxes and supplemental fees#3_0",f20ca315d67b922f8190c780dd4db80d
What about taxes outside of New York City?,The chart show the use taxes and supplemental fees for all original registrations and renewals.  The amount of the sales tax depends on the purchase price and your locality.,County use tax,"[[{'sp_id': '35', 'label': 'solution'}, {'sp_id': '36', 'label': 'solution'}, {'sp_id': '37', 'label': 'solution'}]]",County use tax chart for counties outside of New York City,"Commercial vehicle registration fees, vehicle use taxes and supplemental fees#3_0",f20ca315d67b922f8190c780dd4db80d
What determines a commercial vehicle?,The fees listed in the chart are for commercial vehicles that weigh less than 18000 lbs.  Diesel powered commercial vehicles hat weigh 8501 lbs or more require an additional fee.,the fees,"[[{'sp_id': '9', 'label': 'solution'}, {'sp_id': '10', 'label': 'solution'}, {'sp_id': '11', 'label': 'solution'}]]",Determine the fees for commercial vehicles,"Commercial vehicle registration fees, vehicle use taxes and supplemental fees#3_0",f20ca315d67b922f8190c780dd4db80d
What should I do for lost or stolen plates?,"You would need to surrender the registration for lost, stolen or destroyed plates.",surrender the registration,"[[{'sp_id': '59', 'label': 'precondition'}]]","Do I need to surrender the registration if the plates are lost, destroyed or stolen?",Surrender (return or turn in) your plates to the DMV#3_0,a511aee588926b7ecf9441c9a2721dbc
"Is that really necessary?
Do I need to fill in any form if I go to the DMV office to surrender my plates?","Yes. It is necessary. If you are planning to surrender your plates at a DMV office, you would need to complete the Plate Surrender Application PDF [ 1 ] PD-7 for each set of plates you are surrendering.",Yes,"[[{'sp_id': '36', 'label': 'solution'}]]","Yes. You need to report plates that are lost, stolen or destroyed [5] and surrender the registration. In these cases the DMV can issue you a new registration and plates. Motorcycles : You do not need to surrender motorcycle plates if there is a",Surrender (return or turn in) your plates to the DMV#3_0,a511aee588926b7ecf9441c9a2721dbc
"Can you explain the steps for lost, stolen or destroyed plates?","Yes. First report about the plates and  state the reason for the report. Next, you would need to surrender the registration. You will then be issued with a new registration and plates.",Lost,"[[{'sp_id': '60', 'label': 'solution'}, {'sp_id': '61', 'label': 'solution'}, {'sp_id': '62', 'label': 'solution'}]]","Do I need to surrender the registration if the plates are lost, destroyed or stolen?",Surrender (return or turn in) your plates to the DMV#3_0,a511aee588926b7ecf9441c9a2721dbc
"If I were to surrender my plates by mail, which date you will use for the date that I surrendered the plates?",We will use the mail postmark date.,mail postmark date,"[[{'sp_id': '24', 'label': 'solution'}]]","DMV6 Empire State PlazaRoom B240Albany, NY 12228 We use the mail postmark date as the date that you surrendered your plates. To be notified by the US Postal Service that we received your plates, send them by registered or certified mail, and request",Surrender (return or turn in) your plates to the DMV#3_0,a511aee588926b7ecf9441c9a2721dbc
When should I surrender my plates?,Before your insurance coverage ended.,if you have a lot of plates,"[[{'sp_id': '2', 'label': 'solution'}]]",When you need to surrender plate(s),Surrender (return or turn in) your plates to the DMV#3_0,a511aee588926b7ecf9441c9a2721dbc
"For surrendering my plates by mail, you will not use other dates as the date I surrender my plates, right?",Yes.,no,"[[{'sp_id': '24', 'label': 'solution'}]]","DMV6 Empire State PlazaRoom B240Albany, NY 12228 We use the mail postmark date as the date that you surrendered your plates. To be notified by the US Postal Service that we received your plates, send them by registered or certified mail, and request",Surrender (return or turn in) your plates to the DMV#3_0,a511aee588926b7ecf9441c9a2721dbc
Is there any fee if I go to the county motor vehicle office to surrender it?,Yes. You will be charge $ 1 to process the surrender.,$1,"[[{'sp_id': '40', 'label': 'solution'}]]","office [2] near you. County motor vehicle offices will charge you a $1 fee to process the surrender. If another person surrenders your plates for you , make sure that the person gives you the FS-6 T receipt for your records.",Surrender (return or turn in) your plates to the DMV#3_0,a511aee588926b7ecf9441c9a2721dbc
How do I surrender my plates?,Are they New York Plates or from another state?,.,"[[{'sp_id': '9', 'label': 'precondition'}]]",When you need to surrender plate(s),Surrender (return or turn in) your plates to the DMV#3_0,379b2b7bc93a0fb7911af62c64d66749
"They are from another state.
Do i also need to surrender motorcycle plates?",You do not need to surrender motorcycle plates.,no,"[[{'sp_id': '53', 'label': 'solution'}, {'sp_id': '54', 'label': 'solution'}]]","Yes. You need to report plates that are lost, stolen or destroyed [5] and surrender the registration. In these cases the DMV can issue you a new registration and plates. Motorcycles : You do not need to surrender motorcycle plates if there is a",Surrender (return or turn in) your plates to the DMV#3_0,379b2b7bc93a0fb7911af62c64d66749
What if the plates are lost?,You will need to report it and surrender registration.,surrender the registration,"[[{'sp_id': '60', 'label': 'solution'}, {'sp_id': '61', 'label': 'solution'}, {'sp_id': '62', 'label': 'solution'}]]","Do I need to surrender the registration if the plates are lost, destroyed or stolen?",Surrender (return or turn in) your plates to the DMV#3_0,379b2b7bc93a0fb7911af62c64d66749
Can I do this by mail?,Yes as long as the frame and fasteners are removed.,Yes,"[[{'sp_id': '14', 'label': 'solution'}, {'sp_id': '15', 'label': 'solution'}, {'sp_id': '16', 'label': 'solution'}]]",By mail,Surrender (return or turn in) your plates to the DMV#3_0,379b2b7bc93a0fb7911af62c64d66749
Can I surrender them temporarily?,Yes you can before a season.,Yes. See special procedures to surrender plates for a season,"[[{'sp_id': '49', 'label': 'solution'}, {'sp_id': '50', 'label': 'solution'}]]","Can I surrender my plates temporarily? 
Yes. See special procedures to surrender plates for a season [4] temporary surrender of plates. 

Motorcycle and trailer plates",Surrender (return or turn in) your plates to the DMV#3_0,379b2b7bc93a0fb7911af62c64d66749
Can another person surrender them for me?,Yes at the DMV OFFICE.,no,"[[{'sp_id': '42', 'label': 'solution'}]]",When you need to surrender plate(s),Surrender (return or turn in) your plates to the DMV#3_0,379b2b7bc93a0fb7911af62c64d66749
I want to renew a non-driver ID card,Are you turning 21 soon?,I am a non-driver,"[[{'sp_id': '78', 'label': 'precondition'}]]",Renew non-driver ID card[1],Renew non-driver ID card#1_0,0a76c490780c8d6b80e5f0a0461d3f53
No,Are you a Temporary Visitor?,Enhanced or REAL ID,"[[{'sp_id': '84', 'label': 'precondition'}]]","You don't have to get an Enhanced or REAL ID. 3 However , if you have a Standard , you will not be allowed to board a domestic flight starting in October 2020 unless you have a Passport. Complete this guide to make sure you have the proofs of",Renew non-driver ID card#1_0,0a76c490780c8d6b80e5f0a0461d3f53
Yes,Is your Temporary Visitor status on file and in date with the DMV?,No,"[[{'sp_id': '85', 'label': 'precondition'}]]","WARNING: If you renew your Standard online , your new ID will show :' NOT FOR FEDERAL PURPOSES'. Don't delay! Get your Enhanced or REAL ID today. If you already have an Enhanced or REAL ID, or you want to keep your Standard , you can renew online.",Renew non-driver ID card#1_0,0a76c490780c8d6b80e5f0a0461d3f53
"Does my status need to be on file with the DMV?
What do I do to update the status?",You must go to a DMV office with your updated paperwork from the United States Department of Homeland Security DHS. We will update our records to show that your Temporary Visitor status has been extended so you can renew your non - driver ID card. Your new non - driver ID card will have your new temporary visitor expiration date,not expired,"[[{'sp_id': '87', 'label': 'solution'}, {'sp_id': '88', 'label': 'solution'}, {'sp_id': '89', 'label': 'solution'}]]","As long as the Temporary Visitor status that DMV has on file is not expired you can renew your non - driver ID card online, through the mail or in an office. If your Temporary Visitor status has been extended , you must go to a DMV office with your",Renew non-driver ID card#1_0,0a76c490780c8d6b80e5f0a0461d3f53
What is the fee for a non-driver ID?,If you receive Supplemental Security Income SSI and are under age 62 your fee is $ 6.50,reduced fee,"[[{'sp_id': '48', 'label': 'solution'}, {'sp_id': '49', 'label': 'solution'}, {'sp_id': '50', 'label': 'solution'}]]",Reduced fee or 'No Fee' non-driver IDs,Renew non-driver ID card#1_0,0a76c490780c8d6b80e5f0a0461d3f53
What if I'm overseas?,You must renew your non - drivers ID card through the mail.,I'm not in the country,"[[{'sp_id': '92', 'label': 'solution'}, {'sp_id': '93', 'label': 'solution'}, {'sp_id': '94', 'label': 'solution'}]]","Overseas (out of the country, abroad)",Renew non-driver ID card#1_0,0a76c490780c8d6b80e5f0a0461d3f53
Do I need my proofs?,Yes,Yes,"[[{'sp_id': '17', 'label': 'solution'}]]",identification you need before you come to DMV. Find your proofs [3 ],Renew non-driver ID card#1_0,0a76c490780c8d6b80e5f0a0461d3f53
what additional informative fo i need to renew non driver id card,if you are turning 21 soon. does this apply to you?,additional informative fo i need to renew non driver id card,"[[{'sp_id': '78', 'label': 'precondition'}]]",Renew non-driver ID card[1],Renew non-driver ID card#1_0,5d68fec39530256adc77c212879042ae
"if you are turning 21, yes.","wait until you are within 40 days of your 21st birthday to renew
if you renew 41 days or more before your 21st birthday. does this apply to you?",no,"[[{'sp_id': '79', 'label': 'solution'}], [{'sp_id': '80', 'label': 'precondition'}]]",If you are turning 21 soon,Renew non-driver ID card#1_0,5d68fec39530256adc77c212879042ae
yes,your id will have under 21 on it.,no,"[[{'sp_id': '81', 'label': 'solution'}]]","WARNING: If you renew your Standard online , your new ID will show :' NOT FOR FEDERAL PURPOSES'. Don't delay! Get your Enhanced or REAL ID today. If you already have an Enhanced or REAL ID, or you want to keep your Standard , you can renew online.",Renew non-driver ID card#1_0,5d68fec39530256adc77c212879042ae
non driver id overseases issued when?,"you have a standard document, newly issued standard documents show not for federal purposes",When overseas,"[[{'sp_id': '107', 'label': 'solution'}, {'sp_id': '108', 'label': 'solution'}]]","When overseas , you must renew your non - drivers ID card through the mail. Please submit the renewal notice we mailed you , or if you don't have it , an Application for Permit, Driver License or Non - Driver ID Card pdf [5] MV-44 the appropriate",Renew non-driver ID card#1_0,5d68fec39530256adc77c212879042ae
what happens if my non driver id is expired for 2 years or more,"you must apply for an original non driver id card, see get a non driver id card NDID",you must apply for an original non - driver ID card,"[[{'sp_id': '102', 'label': 'solution'}, {'sp_id': '103', 'label': 'solution'}, {'sp_id': '104', 'label': 'solution'}]]","your new non - driver ID card or the fees. If your non - driver ID is expired for 2 years or more , you must apply for an original non - driver ID card. See Get a non - driver ID card NDID [8]. Starting in October 2020 , you will need an Enhanced or",Renew non-driver ID card#1_0,5d68fec39530256adc77c212879042ae
how do i renew my non drivers id?,you must renew your non driver id card through the mail,advr,"[[{'sp_id': '92', 'label': 'solution'}, {'sp_id': '93', 'label': 'solution'}, {'sp_id': '94', 'label': 'solution'}]]",Renew non-driver ID card[1],Renew non-driver ID card#1_0,5d68fec39530256adc77c212879042ae
am i eligible for a reduced fee?,you are eligible for a reduced fee or no fee id. see the section reduced fee or no fee non driver ids on this page for more information,no,"[[{'sp_id': '6', 'label': 'solution'}, {'sp_id': '7', 'label': 'solution'}]]",eligible for a reduced fee or' No Fee' ID. See the section Reduced fee or' No Fee' non driver IDs on this page for more information.,Renew non-driver ID card#1_0,5d68fec39530256adc77c212879042ae
I need to transfer credit.,Are you wanting to transfer to another vehicle?,I am a student,"[[{'sp_id': '9', 'label': 'precondition'}]]",Transfer credit,Refunds and transfer credits for surrendered plates#3_0,a097a9f12a738bed82da721431953780
