,question,answer,model_answer,true_ref_str,attribution,answer_f1,answer_prec,answer_recall,autoais_retrevied(model_answer),att_f1,att_prec,att_recall,autoais_true_answer,BLEU,ROUGHLS,BLEU_ANS,ROUGHLS_ANS,cos_sim,cos_sim_ans
10,I moved recently and forgot to update my address. Could this be a problem?,"Yes, by statute, you have to report a change of address to DMV before ten days after moving.",Yes,"you must report a change of address to DMV within ten days of moving.  That is the case for the address associated with your license, as well as all the addresses associated with each registered vehicle, which may differ. ",,0.1111111111111111,1.0,0.0588235294117647,no,0.0,0.0,0.0,no,0.0,0.0,0.537284965911771,0.0954120756313892,0.48576927,0.522387
11,Is it common to delay a transaction due to forgetting any prerequisite when going to the DMV office? what could be the alternative?,"Yes. Around 10% of our customers forget some of the pre-requisites when going to a DMV office. To avoid this, you could check on the DMV website to see if you can do your transaction online.",don t visit a DMV office at all,"About ten percent of customers visiting a DMV office do not bring what they need to complete their transaction, and have to come back a second time to finish their business.  This can be as simple as not bringing sufficient funds to pay for a license renewal or not having the proof of auto insurance required to register a car.  don t visit a DMV office at all, and see if your transaction can be performed online, like an address change, registration renewal, license renewal, replacing a lost title, paying a DRA or scheduling a road test. ","Better yet , don t visit a DMV office at all, and see if your transaction can be performed online, like an address change, registration renewal, license renewal, replacing",0.1,0.2857142857142857,0.0606060606060606,yes,0.4070796460176991,0.8846153846153846,0.264367816091954,yes,0.0133893341256372,0.0048555220560006,0.0661407835542225,0.0180965904944688,0.6489409,0.6066762
12,What if the inquiry letter you send to me doesn't resolve the problem with my insurance?,"In that case, we must suspend the vehicle registration and if the problem persists, your driver's license. This happens quite often a year due to failing to maintain insurance.",I will have to pay a fine.,"we must suspend the vehicle registration and ,  if it persists, your driver license!We suspend 300,000 registrations a year for failure to maintain insurance. ","We send 500,000 inquiry letters a year.",0.0625,0.1666666666666666,0.0384615384615384,it is not possible to tell,0.1481481481481481,0.3333333333333333,0.0952380952380952,it is not possible to tell,0.0522999606345228,0.0149398769191851,0.0792511383527913,0.0209540198803519,0.45327196,0.54258984
13,What could happen if I forget to update my new address with you guys?,If you move and don't update your address who won't know about any insurance problem and we'll have to suspend your registration and license.,I would be charged for the change of address,"you won t learn that you have an insurance problem ,  and we will suspend your registration and license.  Make sure you turn in your vehicle s license plates at DMV before you cancel your insurance policy. ",the top five DMV mistakes and how to avoid them.,0.0625,0.125,0.0416666666666666,it is not possible to tell,0.0909090909090909,0.2222222222222222,0.0571428571428571,it is not possible to tell,0.0447633888596832,0.0132752263218573,0.0476334844138883,0.0139087060429306,0.59930754,0.6881547
14,Can I leave the state without notifying DMV?,Thanks to the communications between states you can resolve any previous problem you have in New York State before registering in the new state.,Yes,"States communicate with each other ,  so when you move to another state, be sure to tie up any loose ends regarding your New York State license or registration.  That means resolving any unanswered tickets, suspensions or revocations, and surrendering your license plates to NYS when you get to your new home state. ",,0.0,0.0,0.0,no,0.0,0.0,0.0,no,0.0,0.0,0.537284965911771,0.0954120756313892,0.48576927,0.522387
15,Can you keep me up to date with my insurance so it doesn't lapse?,"The New York State requires every motorist to maintain auto insurance always that a vehicle is registered, due to that, DMV works with insurance companies to monitor your insurance coverage and keep you informed.",Yes,"Because we all pay indirectly for crashes involving uninsured motorists ,  New York State requires every motorist to maintain auto insurance every single day a vehicle is registered.  DMV works with insurance companies to electronically monitor your insurance coverage , ",,0.0,0.0,0.0,no,0.0,0.0,0.0,yes,0.0,0.0,0.537284965911771,0.0954120756313892,0.48576927,0.522387
16,How would you contact me about any insurance problem?,After knowing about the problem we will send you a mail with an insurance inquiry letter to allow you to solve the problem.,DMV,"Because we all pay indirectly for crashes involving uninsured motorists ,  New York State requires every motorist to maintain auto insurance every single day a vehicle is registered.  DMV works with insurance companies to electronically monitor your insurance coverage , ","DMV works with insurance companies to electronically monitor your
insurance coverage , and we know when coverage is dropped for any reason.",0.0,0.0,0.0,yes,0.4482758620689656,0.6190476190476191,0.3513513513513513,it is not possible to tell,0.0164885941159385,0.0058037774142693,0.0,0.0,0.6035155,0.6208046
17,tell me about the cost of traffic points.,the charge you get from DMV is based on how many points you have accumulated.,$,"DMV maintains a point system to track dangerous drivers.  motorists convicted of a traffic ticket feel they have resolved all their motoring issues with the local court, but later learn that the Driver Responsibility Assessment DRA is a separate DMV charge based on the total points they accumulate. ",,0.0,0.0,0.0,no,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.48576927,0.39254197
18,tell me about the documentation I should bring when going to a DMV office.,"Since many of our customers tend to forget some document or requirement for their transactions, we recommend that you go first to our website to see if you can do your transaction online, that way you can avoid any hassle from going to the DMV Office.",not bringing proper documentation,"About ten percent of customers visiting a DMV office do not bring what they need to complete their transaction, and have to come back a second time to finish their business.  This can be as simple as not bringing sufficient funds to pay for a license renewal or not having the proof of auto insurance required to register a car.  don t visit a DMV office at all, and see if your transaction can be performed online, like an address change, registration renewal, license renewal, replacing a lost title, paying a DRA or scheduling a road test. ",This can be as simple as not bringing sufficient funds to pay for a license,0.0,0.0,0.0,yes,0.2574257425742575,0.9285714285714286,0.1494252873563218,no,0.0288327155219767,0.0092250473709926,0.0599994294992758,0.0166130223489607,0.55930233,0.48302305
19,Would there be a problem if I leave the state without notifying DMV?,"You should resolve any pending problem you have here before moving to another state, if you not, you could not get a new license in your new home state.",Yes,A license suspension or revocation here could mean that your new home state will not issue you a license there.  it is important to notify DMV of your new address so that any possible mail correspondence can reach you.  turning in your plates is important to avoid an insurance lapse. ,,0.0,0.0,0.0,no,0.0,0.0,0.0,yes,0.0,0.0,0.537284965911771,0.0954120756313892,0.48576927,0.522387
20,Tell me about what can I do to not let my insurance lapse.,"Since we work with the insurance company to make sure that all the vehicles maintain their insurances properly and according to the New York State requirements, we sill inform you of any problems with your insurance coverage. ",Turn in your plates,"Because we all pay indirectly for crashes involving uninsured motorists ,  New York State requires every motorist to maintain auto insurance every single day a vehicle is registered.  DMV works with insurance companies to electronically monitor your insurance coverage , ","Also , turning in your plates is important to avoid an insurance lapse.",0.0526315789473684,0.25,0.0294117647058823,yes,0.1666666666666666,0.3636363636363636,0.1081081081081081,yes,0.0301052017424668,0.0095459343487004,0.1041546541060196,0.0258414279079682,0.62562275,0.5072259
21,What if I cancel my insurance policy?,you have to turn in your vehicle's license plates at DMV.,I will be suspended from driving,"you won t learn that you have an insurance problem ,  and we will suspend your registration and license.  Make sure you turn in your vehicle s license plates at DMV before you cancel your insurance policy. ","Insurance policies must be from a company licensed in New
York State.",0.0,0.0,0.0,it is not possible to tell,0.0869565217391304,0.1818181818181818,0.0571428571428571,no,0.0313678208886844,0.009899413725106,0.0582978374534141,0.0160477644965674,0.72263014,0.50781614
22,"I more often than not tend to forget one or some of the documents needed for my transaction at the DMV Office, please tell me, is there another way to do my DMV transactions?","Yes, before going to the DMV office you should check our website to see if you can do your transaction online.","Don t visit a DMV office at all, and see if your transaction can be performed online, like an address change, registration renewal, license renewal, replacing","About ten percent of customers visiting a DMV office do not bring what they need to complete their transaction, and have to come back a second time to finish their business.  This can be as simple as not bringing sufficient funds to pay for a license renewal or not having the proof of auto insurance required to register a car.  don t visit a DMV office at all, and see if your transaction can be performed online, like an address change, registration renewal, license renewal, replacing a lost title, paying a DRA or scheduling a road test. ","Better yet , don t visit a DMV office at all, and see if your transaction can be performed online, like an address change, registration renewal, license renewal, replacing",0.3636363636363636,0.3333333333333333,0.4,yes,0.4070796460176991,0.8846153846153846,0.264367816091954,yes,0.0133893341256372,0.0048555220560006,0.0140756417344211,0.0050472747488408,0.5907856,0.5181042
23,Can I just write my new address in the back of my license if I haven't updated my address at the DMV?,"No, by statute, you must update your address at the DMV whenever you move from your registered address. It's not enough to just write the new address in the back of your license, or inform an officer when getting a ticket, or tell the United States Postal Service.",No,It is not sufficient to only: write your new address on the back of your old license; tell the United States Postal Service; or inform the police officer writing you a ticket. ,,0.0465116279069767,1.0,0.0238095238095238,no,0.0,0.0,0.0,no,0.0,0.0,0.5946035575013605,0.080324235179392,0.57222,0.5375054
24,How will you contact me about a problem with my insurance?,"When we detect any problem with your insurance, we'll mail you an insurance inquiry letter to let you resolve the problem.",DMV,we mail you an insurance inquiry letter to allow you to clear up the problem. ,"DMV works with insurance companies to electronically monitor your
insurance coverage , and we know when coverage is dropped for any reason.",0.0,0.0,0.0,yes,0.1764705882352941,0.1428571428571428,0.2307692307692307,it is not possible to tell,0.0148991266798715,0.0052443049000393,0.0,0.0,0.71856004,0.526613
25,Can you help me with how to avoid the lapse of my insurance?,DMV is always in contact with insurance companies to electronically monitor your insurance coverage and comply with the New York State requirements.,Yes,"Because we all pay indirectly for crashes involving uninsured motorists ,  New York State requires every motorist to maintain auto insurance every single day a vehicle is registered.  DMV works with insurance companies to electronically monitor your insurance coverage , ",,0.0,0.0,0.0,no,0.0,0.0,0.0,no,0.0,0.0,0.537284965911771,0.0954120756313892,0.57222,0.5431775
26,Can I just notify the United States Postal Service about a change of address or do I have to update this info with the DMV too?,You have to keep your address up to date in the DMV. It is not enough to inform the US Postal Service.,Yes,It is not sufficient to only: write your new address on the back of your old license; tell the United States Postal Service; or inform the police officer writing you a ticket. ,,0.0,0.0,0.0,no,0.0,0.0,0.0,no,0.0,0.0,0.537284965911771,0.0954120756313892,0.57222,0.5431775
27,Tell me about the mistake of not bringing the proper documentation to a DMV office.,"Around 10% of our customers that visit a DMV office, forget to bring all of the requirements for their transactions. Before going to a DMV Office you should see if your transaction can be performed online, like an address change, registration renewal, and more. This way you can avoid going to a DMV Office.",Not bringing sufficient funds to pay for a license,"About ten percent of customers visiting a DMV office do not bring what they need to complete their transaction, and have to come back a second time to finish their business.  This can be as simple as not bringing sufficient funds to pay for a license renewal or not having the proof of auto insurance required to register a car.  don t visit a DMV office at all, and see if your transaction can be performed online, like an address change, registration renewal, license renewal, replacing a lost title, paying a DRA or scheduling a road test. ",This can be as simple as not bringing sufficient funds to pay for a license,0.0701754385964912,0.25,0.0408163265306122,yes,0.2574257425742575,0.9285714285714286,0.1494252873563218,yes,0.0288327155219767,0.0092250473709926,0.0418286448568372,0.0124945432490117,0.58835936,0.5548165
28,what could happen in case I don't update my address in the DMV?,"first, is not enough to update your address with a third party, you should keep your address updated in the DMV, if not, you could miss a suspension order and may be charged with operating an unregistered vehicle.",you must report a change of address to DMV within ten days of moving,It is not sufficient to only: write your new address on the back of your old license; tell the United States Postal Service; or inform the police officer writing you a ticket. ,"Forgetting to Update Address
By statute , you must report a change of address to DMV within ten days of moving.",0.1702127659574468,0.3076923076923077,0.1176470588235294,yes,0.1702127659574468,0.2105263157894736,0.1428571428571428,suspension order and may be charged with operating an unregistered vehicle,0.0196444278801151,0.0066861310376952,0.0325666298546756,0.0102528723075233,0.6103159,0.46871334
29,Tell me about the costs of traffic points.,the cost of the charge you can get from the DMV due to a traffic violation varies according your accumulated traffic points.,"DMV maintains a point system to track dangerous drivers. Often, motorists convicted of a traffic ticket feel they have resolved all their motoring issues with the local court, but later learn that the Driver Responsibility Assessment DRA is a","DMV maintains a point system to track dangerous drivers.  motorists convicted of a traffic ticket feel they have resolved all their motoring issues with the local court, but later learn that the Driver Responsibility Assessment DRA is a separate DMV charge based on the total points they accumulate. ","Often , motorists convicted of a traffic ticket feel they have resolved all their motoring issues with the local court, but later learn that the Driver Responsibility Assessment DRA is a",0.1538461538461538,0.1176470588235294,0.2222222222222222,no,0.7352941176470588,0.9615384615384616,0.5952380952380952,no,0.0123051547869438,0.0045153488871409,0.0091746193861575,0.0034896844124565,0.60452473,0.5464183
30,What else could happen if I don't update my address with you guys?.,You won't learn about any insurance problem and we'll suspend your registration and license.,You may be charged for a change of address,"you won t learn that you have an insurance problem ,  and we will suspend your registration and license.  Make sure you turn in your vehicle s license plates at DMV before you cancel your insurance policy. ","Forgetting to Update Address
By statute , you must report a change of address to DMV within ten days of moving.",0.0909090909090909,0.125,0.0714285714285714,yes,0.074074074074074,0.1052631578947368,0.0571428571428571,no,0.020282370745121,0.0069032597632566,0.0477185465989055,0.0138169302255537,0.6164393,0.54900134
31,Is it that important to update my address at the DMV?,"By statute, you must always report any change of address to the DMV within 10 days of moving. This applies for the address associated with your license and all addresses associated with your registered vehicles.",Yes,"you must report a change of address to DMV within ten days of moving.  That is the case for the address associated with your license, as well as all the addresses associated with each registered vehicle, which may differ. ",,0.0,0.0,0.0,no,0.0,0.0,0.0,yes,0.0,0.0,0.4854917717073234,0.0862145427090973,0.51148784,0.5205265
32,Do I have only 10 days to report a change of address?,"Yes, this is required by law. You have to report your new address within ten days of moving.",Yes,"you must report a change of address to DMV within ten days of moving.  That is the case for the address associated with your license, as well as all the addresses associated with each registered vehicle, which may differ. ",,0.1052631578947368,1.0,0.0555555555555555,no,0.0,0.0,0.0,yes,0.0,0.0,0.537284965911771,0.0954120756313892,0.51148784,0.5205265
33,How often do you send inquiry letters?,We send about 500.000 inquiry letters per year.,"500,000","We send 500,000 inquiry letters a year. ","We send 500,000 inquiry letters a year.",0.2222222222222222,1.0,0.125,yes,1.0,1.0,1.0,yes,0.0538628702713129,0.0153863338060769,0.1920561263749893,0.0384819674608726,0.43388653,0.3631653
34,I want to know about the traffic points cost.,The points is the system used for the DMV to keep track of dangerous drivers. The amount you pay from a DMV charge for a traffic ticket depends on the number of accumulated points.,[i],"DMV maintains a point system to track dangerous drivers.  motorists convicted of a traffic ticket feel they have resolved all their motoring issues with the local court, but later learn that the Driver Responsibility Assessment DRA is a separate DMV charge based on the total points they accumulate. ","Learn more about Insurances Lapes [2] and How to Surrender your Plates [3 ]
4.",0.0,0.0,0.0,no,0.0714285714285714,0.1428571428571428,0.0476190476190476,yes,0.0266651938692222,0.0085861700468477,0.408248290463863,0.0724974999068182,0.6344385,0.47676224
35,Isn't the DMV charge included in the DRA charge?,"No, the DRA and DMV charge are separate charges.",yes,"DMV maintains a point system to track dangerous drivers.  motorists convicted of a traffic ticket feel they have resolved all their motoring issues with the local court, but later learn that the Driver Responsibility Assessment DRA is a separate DMV charge based on the total points they accumulate. ",,0.0,0.0,0.0,no,0.0,0.0,0.0,yes,0.0,0.0,0.4854917717073234,0.0862145427090973,0.51148784,0.50653434
36,What if I have an insurance problem and the inquiry letter does not resolve it?,"In that case, we have to suspend the vehicle registration and, if the problem persists, your license.",I will have to pay a fine,"we must suspend the vehicle registration and ,  if it persists, your driver license!We suspend 300,000 registrations a year for failure to maintain insurance. ","We send 500,000 inquiry letters a year.",0.1904761904761904,0.3333333333333333,0.1333333333333333,it is not possible to tell,0.1481481481481481,0.3333333333333333,0.0952380952380952,it is not possible to tell,0.0522999606345228,0.0149398769191851,0.0812022458676967,0.0213036021806998,0.43388653,0.6073923
37,"Hello, I recently moved with my family and I forgot to Update my address. I read an article about the Top 5 DMV mistakes people do, and figured out it'd be a problem if I don't update it. What can I do?","Hello. First, you have to report a change of address to DMV within ten days of having moved, for both the address associated with your license and all the addresses associated with each vehicle you have. ",I'll try to do something about it.,"you must report a change of address to DMV within ten days of moving.  That is the case for the address associated with your license, as well as all the addresses associated with each registered vehicle, which may differ. ",the top five DMV mistakes and how to avoid them.,0.05,0.1428571428571428,0.0303030303030303,it is not possible to tell,0.0909090909090909,0.2222222222222222,0.0571428571428571,no,0.0441930381504679,0.013106080621754,0.0619673163299847,0.0172549827979946,0.6881753,0.5599022
38,It's been 2 weeks since I moved. What are the consequences of not having updated my address within those ten days?,You will be charged with operating an unregistered vehicle and/or aggravated unlicensed operation.,I will be suspended,"you will miss a suspension order and may be charged with operating an unregistered vehicle and/or aggravated unlicensed operation, both misdemeanors.  This really happens ,  but the good news is this is a problem that is easily avoidable. ","If you fail to keep your address current , you will miss a suspension order and may",0.25,0.5,0.1666666666666666,yes,0.2916666666666666,0.4666666666666667,0.2121212121212121,it is not possible to tell,0.0250440384723879,0.0081453573855953,0.0998943704395693,0.024784424606685,0.64541805,0.70373297
39,"Ok. I'll pay the charges.I have another question: I'm planning on leaving the state next month, what  are the steps I should take? I don't want to leave the state without notifying DMV","Well, you need to know that States communicate with each other, so if you leave the state without notifying DMV will be aware of that. Before leaving the state, make sure to resolve any unaswered tickets, suspensions or revocations. 
You also have to surrender your license(s) plate(s) to NYS when you get to the new state. ","I'm planning on leaving the state next month, what are the steps I should take?","States communicate with each other ,  so when you move to another state, be sure to tie up any loose ends regarding your New York State license or registration.  That means resolving any unanswered tickets, suspensions or revocations, and surrendering your license plates to NYS when you get to your new home state. ","That means resolving any unanswered tickets, suspensions or revocations, and surrendering",0.0606060606060606,0.1538461538461538,0.0377358490566037,yes,0.3492063492063492,1.0,0.2115384615384615,You also have to surrender your license(s) plate(s) to NYS when you get to the new state,0.0248162682222317,0.0081615507340256,0.0270269862882305,0.0087206412282068,0.62437606,0.49942154
40,Ok. I suppose I have to get a new car insurance in the new state. What happens if by accident I let the insurance lapse?,DMV will suspend your registration and license. ,I will not be able to get a new car insurance in the new state.,"you won t learn that you have an insurance problem ,  and we will suspend your registration and license.  Make sure you turn in your vehicle s license plates at DMV before you cancel your insurance policy. ",your license plates to NYS when you get to your new home state.,0.1,0.0769230769230769,0.1428571428571428,no,0.1666666666666666,0.3076923076923077,0.1142857142857142,it is not possible to tell,0.0335419065307836,0.0104257993953767,0.0316171091780341,0.0098275164367709,0.60038435,0.5214538
41,"Let's say I get to a new state, I register my vehicle, get my car insurance and all that stuff but my coverage is dropped for any reason. What would DMV do in that case? ","We would send you an inquiry letter to allow you to clear up the problem. We send 500000 inquiry letters a year, so that's covered. ",suspend my registration and license,"We send 500,000 inquiry letters a year. ","If you fail to maintain an updated address with us , you won t learn
that you have an insurance problem , and we will suspend your registration and license.",0.0,0.0,0.0,no,0.0625,0.0384615384615384,0.1666666666666666,no,0.0124596718648462,0.00445965893585,0.0584114193349471,0.0163537129993814,0.8444804,0.8987869
42,"Hi , I forget to update my adress. And What will happen now.?","You must inform your adrees change to DMV in ten days. If you are in ten days, please hurry.",I will be charged for the change of address.,"By statute ,  you must report a change of address to DMV within ten days of moving.  That is the case for the address associated with your license, as well as all the addresses associated with each registered vehicle, which may differ. ",the top five DMV mistakes and how to avoid them.,0.074074074074074,0.125,0.0526315789473684,it is not possible to tell,0.0869565217391304,0.2222222222222222,0.054054054054054,no,0.0441930381504679,0.013106080621754,0.0469576609347755,0.0137113694377347,0.6881753,0.5688784
43,"If I don't, is there any serious problem for me?","Yes , in thşs case you can miss a suspensin order, and so you can continue to drive an unregistered vehicle",no,"you will miss a suspension order and may be charged with operating an unregistered vehicle and/or aggravated unlicensed operation, both misdemeanors.  This really happens ,  but the good news is this is a problem that is easily avoidable. ",,0.0,0.0,0.0,no,0.0,0.0,0.0,no,0.0,0.0,0.5946035575013605,0.080324235179392,0.51148784,0.48136318
44,Is it useless to inform the police officer about the situation?,No it is not sufficient. You must do more.,No,It is not sufficient to only: write your new address on the back of your old license; tell the United States Postal Service; or inform the police officer writing you a ticket. ,,0.1999999999999999,1.0,0.1111111111111111,no,0.0,0.0,0.0,no,0.0,0.0,0.5946035575013605,0.080324235179392,0.51148784,0.48074335
45,I didn't know that adress is so important.Is there any other matter where the address is important?,Yes There are lots of section about adress. For instance we mail insurance problems to your address.,Yes,"you won t learn that you have an insurance problem ,  and we will suspend your registration and license.  Make sure you turn in your vehicle s license plates at DMV before you cancel your insurance policy. ",,0.1111111111111111,1.0,0.0588235294117647,yes,0.0,0.0,0.0,yes,0.0,0.0,0.537284965911771,0.0954120756313892,0.51148784,0.4850803
46,Insurance problems? Like what. Can you explain more?,"New York State wants every motorist to maintain auto insurance , and we watch your insurance status electronically",Insurance inquiries,"Because we all pay indirectly for crashes involving uninsured motorists ,  New York State requires every motorist to maintain auto insurance every single day a vehicle is registered.  DMV works with insurance companies to electronically monitor your insurance coverage , ",,0.1052631578947368,0.5,0.0588235294117647,no,0.0,0.0,0.0,no,0.0,0.0,0.0950065330558374,0.0235717212622045,0.51148784,0.47485748
47,What happens if my insurance lapses?,"Because we all pay indirectly for crashes involving uninsured motorists, New York State requires every motorist to maintain auto insurance every single day a vehicle is registered. DMV works with insurance companies to electronically monitor your insurance coverage",A license suspension or revocation,"Because we all pay indirectly for crashes involving uninsured motorists ,  New York State requires every motorist to maintain auto insurance every single day a vehicle is registered.  DMV works with insurance companies to electronically monitor your insurance coverage , ",A license suspension or revocation here could mean that your new home state will not issue you a license there.,0.0,0.0,0.0,it is not possible to tell,0.1090909090909091,0.1666666666666666,0.081081081081081,yes,0.0191818819428897,0.0065286999958692,0.0581937803978982,0.0162042305393518,0.66986096,0.7646952
48,What happens if I forget to update my address?,"You must report a change of address to DMV within ten days of moving. That is the case for the address associated with your license , as well as all the addresses associated with each registered vehicle , which may differ",You must report a change of address to DMV within ten days of moving,"By statute ,  you must report a change of address to DMV within ten days of moving.  That is the case for the address associated with your license, as well as all the addresses associated with each registered vehicle, which may differ. ","Forgetting to Update Address
By statute , you must report a change of address to DMV within ten days of moving.",0.5000000000000001,0.9230769230769232,0.3428571428571428,yes,0.5,0.7368421052631579,0.3783783783783784,yes,0.0204822211898496,0.0069712803882171,0.0329149856065001,0.0103625442955978,0.6164392,0.61037284
