question,answer,model_answer,ref,retrived_doc,doc_id,dial_id
Can you help me understand when I will know my application has been accepted by DIAL-IN?,"We will review your application and then we will let you know as soon as we accept it.
Did you complete the whole application so that we can process it as soon as we review it?","If your application is not complete, we will return your application with an explanation","[[{'sp_id': '13', 'label': 'solution'}], [{'sp_id': '14', 'label': 'precondition'}]]","How will I know my application has been accepted? 
We will review your application. If you application is not complete , we will return your application with an explanation that will give you more instructions. If your application is complete , we will create an account for you. We will send you your account number and password. Your seven - digit account number will never change. You will enter this account number when you log in to the DIAL - IN system.",DIAL-IN search accounts#3_0,ef824871ac756adcc332155f6b01ed11
"No, I did not complete the whole application
So once I complete the whole application and you review it, I will get my acceptance?","Yes, that is correct.  As soon as you complete the entire application as an attorney, then you will be accepted to the DIAL-IN service.",I will not,"[[{'sp_id': '4', 'label': 'solution'}, {'sp_id': '5', 'label': 'solution'}]]","How will I know my application has been accepted? 
We will review your application. If you application is not complete , we will return your application with an explanation that will give you more instructions. If your application is complete , we will create an account for you. We will send you your account number and password. Your seven - digit account number will never change. You will enter this account number when you log in to the DIAL - IN system.",DIAL-IN search accounts#3_0,ef824871ac756adcc332155f6b01ed11
Will DMV ask me any questions about my DIAL-IN searches I make?,"Yes, DMV will inquire about searches being made because it is in compliance.",Yes,"[[{'sp_id': '46', 'label': 'solution'}, {'sp_id': '47', 'label': 'solution'}, {'sp_id': '48', 'label': 'solution'}]]",Will DMV contact me about the searches I perform using my DIAL-IN Search Account?,DIAL-IN search accounts#3_0,ef824871ac756adcc332155f6b01ed11
Can DMV see my searches?,"Yes, they may ask about performed searches.",Yes,"[[{'sp_id': '46', 'label': 'solution'}, {'sp_id': '47', 'label': 'solution'}, {'sp_id': '48', 'label': 'solution'}]]",Will DMV contact me about the searches I perform using my DIAL-IN Search Account?,DIAL-IN search accounts#3_0,91504908b965f7beba2fcfc4cd523dfc
What if the search was for someone else?,You will need to show proof.,an incomplete reply,"[[{'sp_id': '52', 'label': 'solution'}]]","Yes , DMV may ask you about a DIAL - IN search you performed. We inquire about searches to monitor compliance with the DIAL - IN Terms of Service . You must respond to the inquiry whether or not you have business records that support your search. Your response will be considered an incomplete reply if you do not give us the business records. You can complete an inquiry at any time if you send us the requested acceptable business records. If you performed the search on behalf of a client , you will need to show permissible use of your client, and your client agent relationship. If you personally did not perform the search we have inquired about , please check with the other users of your DIAL - IN account to see if one of them performed the search. If none of the known users performed the search , contact us immediately. If you do not respond to our inquiry about a DIAL - IN search, your search privileges will be suspended until you respond.",DIAL-IN search accounts#3_0,91504908b965f7beba2fcfc4cd523dfc
Will my records be shared?,"Yes, the records are public.
Are you concerned about someone asking have they been searched?",No,"[[{'sp_id': '59', 'label': 'solution'}, {'sp_id': '60', 'label': 'solution'}], [{'sp_id': '61', 'label': 'precondition'}]]","Will you tell a motorist if I searched his records? 
Yes. Records of searches are public records. If a motorist asks the DMV if his records were searched , the DMV supplies him with the name and business address of the DIAL - IN account holder , and the time, date and search criteria used to search for the records. We do not disclose the DIAL - IN account numbers of the account holder that performed the search. 

How do I contact DMV about my Dial-in Search Account? 
You can contact us at: NYSDMV DIAL - IN AccountsRoom 2316 Empire State PlazaAlbany, NY 12228 473 - 2137e - mail: [email protected] [5 ] 

Note on browser compatibility 
We are upgrading our security protocols to better protect your data. To verify your browser is compatible to continue using any of the state's government websites , please visit https://encryption.ny.gov/ [6]. If your browser is not currently compatible , please update it to the newest version.",DIAL-IN search accounts#3_0,91504908b965f7beba2fcfc4cd523dfc
"No, they will already be aware.
What happens if I didn't perform the search?",You will need to contact us.,I will be charged for the search,"[[{'sp_id': '56', 'label': 'solution'}]]",Will DMV contact me about the searches I perform using my DIAL-IN Search Account?,DIAL-IN search accounts#3_0,91504908b965f7beba2fcfc4cd523dfc
What searches can I do?,Anything for employment. There's a list available.,DIAL - IN,"[[{'sp_id': '43', 'label': 'solution'}, {'sp_id': '44', 'label': 'solution'}]]","Yes , DMV may ask you about a DIAL - IN search you performed. We inquire about searches to monitor compliance with the DIAL - IN Terms of Service . You must respond to the inquiry whether or not you have business records that support your search. Your response will be considered an incomplete reply if you do not give us the business records. You can complete an inquiry at any time if you send us the requested acceptable business records. If you performed the search on behalf of a client , you will need to show permissible use of your client, and your client agent relationship. If you personally did not perform the search we have inquired about , please check with the other users of your DIAL - IN account to see if one of them performed the search. If none of the known users performed the search , contact us immediately. If you do not respond to our inquiry about a DIAL - IN search, your search privileges will be suspended until you respond.",DIAL-IN search accounts#3_0,91504908b965f7beba2fcfc4cd523dfc
What if it doesn't work with my browser?,Update the version.,uninstall the browser,"[[{'sp_id': '74', 'label': 'solution'}]]","How do I pay DIAL-IN Search Account fees? 
Paying customers must include a deposit with the application. Your first deposit must be enough to pay for two months of searches. When we accept your application , your deposit is added to your new account balance. When you make a search , we subtract the search fee from your account balance. Payment by credit card is NOT available at this time. You can use your account to pay for the mail - order searches and the online searches. If you must pay a fee for the service , your account records will reflect your debits and your credits and show your account balance. For more information , please visit our Escrow Accounts [4] page.",DIAL-IN search accounts#3_0,91504908b965f7beba2fcfc4cd523dfc
Who do I contact about my account?,You can contact the DMV.,NYSDMV DIAL - IN AccountsRoom 2316 Empire State PlazaAlbany,"[[{'sp_id': '68', 'label': 'solution'}]]","Will you tell a motorist if I searched his records? 
Yes. Records of searches are public records. If a motorist asks the DMV if his records were searched , the DMV supplies him with the name and business address of the DIAL - IN account holder , and the time, date and search criteria used to search for the records. We do not disclose the DIAL - IN account numbers of the account holder that performed the search. 

How do I contact DMV about my Dial-in Search Account? 
You can contact us at: NYSDMV DIAL - IN AccountsRoom 2316 Empire State PlazaAlbany, NY 12228 473 - 2137e - mail: [email protected] [5 ] 

Note on browser compatibility 
We are upgrading our security protocols to better protect your data. To verify your browser is compatible to continue using any of the state's government websites , please visit https://encryption.ny.gov/ [6]. If your browser is not currently compatible , please update it to the newest version.",DIAL-IN search accounts#3_0,91504908b965f7beba2fcfc4cd523dfc
What are out of state insurance documents?,"New York will never accept out of state insurance coverage of any type.
Is your vehicle registered in New York.",insurance documents,"[[{'sp_id': '46', 'label': 'solution'}], [{'sp_id': '47', 'label': 'precondition'}]]",Out-of-state insurance documents,New York State Insurance Requirements#3_0,1901d688dbfbf7f424d4c1d447e594a7
yes,It must have New York state insurance coverage.,no,"[[{'sp_id': '48', 'label': 'solution'}, {'sp_id': '49', 'label': 'solution'}, {'sp_id': '50', 'label': 'solution'}]]",exactly the same name. You should always carry the paper or access to your digital electronic NY State Insurance ID Card in your vehicle. All Owned Vehicles AOV All Owned & Non - Owned Comprehensive Auto Liability Policy AON Dealer Garage Auto Liability Policy DGP Auto Liability Policy ALP Self Insured Vehicles,New York State Insurance Requirements#3_0,1901d688dbfbf7f424d4c1d447e594a7
How long do I have to register?,"You have 180 days from date of your insurance ID.
",a few minutes,"[[{'sp_id': '33', 'label': 'solution'}, {'sp_id': '34', 'label': 'solution'}, {'sp_id': '35', 'label': 'solution'}]]",Do I need insurance to register my vehicle?,New York State Insurance Requirements#3_0,1901d688dbfbf7f424d4c1d447e594a7
Where can I find an insurance company?,The New York State Department of Financial Services website.,Insurance Companies in your area,"[[{'sp_id': '18', 'label': 'solution'}]]",What kind of insurance do I need?,New York State Insurance Requirements#3_0,1901d688dbfbf7f424d4c1d447e594a7
Will DMV accept copies of my insurance ID?,Yes as long as barcode can be scanned.,Yes.,"[[{'sp_id': '42', 'label': 'solution'}, {'sp_id': '43', 'label': 'solution'}, {'sp_id': '44', 'label': 'solution'}]]","Does the name on my vehicle registration application and Insurance Identification Card need to be the same? 
Yes. Your insurance cards must have the same name as the name on your vehicle registration application. 

Will the DMV accept copies or faxes of my Insurance Identification Card? 
Yes. However , the DMV will not accept a card if the DMV barcode reader cannot read scan the barcode.",New York State Insurance Requirements#3_0,1901d688dbfbf7f424d4c1d447e594a7
What do I need from insurance company as proof?,Your insurance company will give you two ID cards.,a copy of the insurance policy,"[[{'sp_id': '27', 'label': 'solution'}, {'sp_id': '28', 'label': 'solution'}, {'sp_id': '29', 'label': 'solution'}]]",What kind of insurance do I need?,New York State Insurance Requirements#3_0,1901d688dbfbf7f424d4c1d447e594a7
Do I need insurance?,"Yes you need insurance.
Are you looking to register a vehicle in New York State?",Yes,"[[{'sp_id': '2', 'label': 'solution'}], [{'sp_id': '3', 'label': 'precondition'}]]",What kind of insurance do I need?,New York State Insurance Requirements#3_0,e5b2e04bf3523e7a9ac0a39af439613c
No not at this time.,Do you currently have insurance?,I am not sure,"[[{'sp_id': '4', 'label': 'precondition'}]]","Do I need insurance? 
Yes. To register a vehicle in New York State you must have New York State issued automobile liability insurance coverage. If you do not maintain the coverage , the DMV can suspend your vehicle registration and your driver license.",New York State Insurance Requirements#3_0,e5b2e04bf3523e7a9ac0a39af439613c
Yes I maintain insurance at this time.,Great without maintaining insurance the DMV can suspend your vehicle registration and your driver license.,I will not have to register a vehicle,"[[{'sp_id': '5', 'label': 'solution'}]]","Do I need insurance? 
Yes. To register a vehicle in New York State you must have New York State issued automobile liability insurance coverage. If you do not maintain the coverage , the DMV can suspend your vehicle registration and your driver license.",New York State Insurance Requirements#3_0,e5b2e04bf3523e7a9ac0a39af439613c
What type of insurance is required to register a vehicle?,The DMV requires auto liability insurance to register a vehicle in New York.,a vehicle insurance policy,"[[{'sp_id': '24', 'label': 'solution'}, {'sp_id': '25', 'label': 'solution'}]]",Do I need insurance to register my vehicle?,New York State Insurance Requirements#3_0,e5b2e04bf3523e7a9ac0a39af439613c
What proof do I need for the DMV?,Your insurance company will issue proof of insurance.  It may be Insurance ID cards or provide you with access to your digital electronic NY State Insurance ID Card.,two original NY State Insurance ID Cards,"[[{'sp_id': '27', 'label': 'solution'}, {'sp_id': '28', 'label': 'solution'}, {'sp_id': '29', 'label': 'solution'}]]","Yes. The DMV requires auto liability insurance to register a vehicle in New York. When you get insurance , your insurance company will issue proof of insurance in two ways. It will give you two original NY State Insurance ID Cards see a sample [3] or provide you with access to your digital electronic NY State Insurance ID Card 3 send an electronic notice of insurance coverage to the DMV your insurance agent or broker cannot file this notice Your NY State Insurance Identification Cards and the electronic notice of insurance together verify your insurance coverage. We need both. You must register your vehicle at the DMV within 180 days of the effective date on your insurance ID card. Bring one copy or form of your Insurance Identification Cards with you. The DMV office will keep the paper card. Keep the other paper card with the vehicle as your proof of insurance. Anyone operating your vehicle must be able to provide proof of insurance while they are operating the vehicle.",New York State Insurance Requirements#3_0,e5b2e04bf3523e7a9ac0a39af439613c
Is that the only way to access the cards?,"Yes, your insurance will provide proof in one of two ways.",digital electronic,"[[{'sp_id': '27', 'label': 'solution'}, {'sp_id': '28', 'label': 'solution'}, {'sp_id': '29', 'label': 'solution'}]]",exactly the same name. You should always carry the paper or access to your digital electronic NY State Insurance ID Card in your vehicle. All Owned Vehicles AOV All Owned & Non - Owned Comprehensive Auto Liability Policy AON Dealer Garage Auto Liability Policy DGP Auto Liability Policy ALP Self Insured Vehicles,New York State Insurance Requirements#3_0,e5b2e04bf3523e7a9ac0a39af439613c
How much does it cost to get a commercial registration?,"You would need to get both the county and state fees from the appropriate sources.
If it's the first time you've done this, you have a few small fees.",$25.00,"[[{'sp_id': '2', 'label': 'solution'}], [{'sp_id': '3', 'label': 'precondition'}]]","Determine the fees for commercial vehicles 
Use both theregistration fee and county use tax charts to determine your registration fee and county use tax. If this is the original registration of your vehicle , you must pay the fees for your vehicle plates $25.00 your title certificate fee of $50.00 the sales tax 1 

Registration fee chart for commercial vehicles 
The fees listed in the chart are for commercial vehicles that weigh less than 18,000 lbs. Diesel - powered commercial vehicles that weigh 8,501 pounds or more require an additional fee. 2 If you transfer vehicle plates for one vehicle to another , you cannot use this chart to calculate your fee.","Commercial vehicle registration fees, vehicle use taxes and supplemental fees#3_0",3cd0fb8c1ccf43fc7be1c0ee50923b9e
"What fees are they?
I've looked at the fee chart but I don't understand it.","If you reference it, it will tell you all you need to know.",$25.00,"[[{'sp_id': '9', 'label': 'solution'}, {'sp_id': '10', 'label': 'solution'}, {'sp_id': '11', 'label': 'solution'}]]","Determine the fees for commercial vehicles 
Use both theregistration fee and county use tax charts to determine your registration fee and county use tax. If this is the original registration of your vehicle , you must pay the fees for your vehicle plates $25.00 your title certificate fee of $50.00 the sales tax 1 

Registration fee chart for commercial vehicles 
The fees listed in the chart are for commercial vehicles that weigh less than 18,000 lbs. Diesel - powered commercial vehicles that weigh 8,501 pounds or more require an additional fee. 2 If you transfer vehicle plates for one vehicle to another , you cannot use this chart to calculate your fee.","Commercial vehicle registration fees, vehicle use taxes and supplemental fees#3_0",3cd0fb8c1ccf43fc7be1c0ee50923b9e
Is there a fee chart that refrences and combines both?,"No, you'll need to reference both in order to determine total cost.",yes,"[[{'sp_id': '2', 'label': 'solution'}]]","Determine the fees for commercial vehicles 
Use both theregistration fee and county use tax charts to determine your registration fee and county use tax. If this is the original registration of your vehicle , you must pay the fees for your vehicle plates $25.00 your title certificate fee of $50.00 the sales tax 1 

Registration fee chart for commercial vehicles 
The fees listed in the chart are for commercial vehicles that weigh less than 18,000 lbs. Diesel - powered commercial vehicles that weigh 8,501 pounds or more require an additional fee. 2 If you transfer vehicle plates for one vehicle to another , you cannot use this chart to calculate your fee.","Commercial vehicle registration fees, vehicle use taxes and supplemental fees#3_0",3cd0fb8c1ccf43fc7be1c0ee50923b9e
What about any city fees? Like inside NYC?,There are different charts for passenger and commercial vehicles. Please reference the correct one.,supplemental fees,"[[{'sp_id': '24', 'label': 'solution'}, {'sp_id': '25', 'label': 'solution'}, {'sp_id': '26', 'label': 'solution'}]]","County use taxes and supplemental fees 
Residents of New York City and several counties in New York must pay a vehicle use tax when they register a commercial vehicle or renew a commercial vehicle registration. The DMV collects the taxes for the city and the counties. Read the table below to determine if you must pay a vehicle use tax. If you have questions about these taxes , ask the city or county where you reside or have a business. If you reside outside New York City and you are exempt from the vehicle use tax in the county where you reside or have a business , complete form UT-11C. If you reside in New York City and you are exempt from the NYC vehicle use tax , get form UT-11 from a local DMV office [1] or a DMV Call Center [2].","Commercial vehicle registration fees, vehicle use taxes and supplemental fees#3_0",3cd0fb8c1ccf43fc7be1c0ee50923b9e
Are there any other fees besides the ones in the charts?,Yes. Refrerence the end of those charts.,"Diesel - powered commercial vehicles that weigh 8,501 pounds or more require an additional fee","[[{'sp_id': '35', 'label': 'solution'}, {'sp_id': '36', 'label': 'solution'}, {'sp_id': '37', 'label': 'solution'}]]","Determine the fees for commercial vehicles 
Use both theregistration fee and county use tax charts to determine your registration fee and county use tax. If this is the original registration of your vehicle , you must pay the fees for your vehicle plates $25.00 your title certificate fee of $50.00 the sales tax 1 

Registration fee chart for commercial vehicles 
The fees listed in the chart are for commercial vehicles that weigh less than 18,000 lbs. Diesel - powered commercial vehicles that weigh 8,501 pounds or more require an additional fee. 2 If you transfer vehicle plates for one vehicle to another , you cannot use this chart to calculate your fee.","Commercial vehicle registration fees, vehicle use taxes and supplemental fees#3_0",3cd0fb8c1ccf43fc7be1c0ee50923b9e
What are the fees for commercial vehicles?,"Use both the registration fee and county use tax charts to determine your registration fee and county use tax.
Is this the original registration of your vehicle?",$25.00,"[[{'sp_id': '2', 'label': 'solution'}], [{'sp_id': '3', 'label': 'precondition'}]]","Determine the fees for commercial vehicles 
Use both theregistration fee and county use tax charts to determine your registration fee and county use tax. If this is the original registration of your vehicle , you must pay the fees for your vehicle plates $25.00 your title certificate fee of $50.00 the sales tax 1 

Registration fee chart for commercial vehicles 
The fees listed in the chart are for commercial vehicles that weigh less than 18,000 lbs. Diesel - powered commercial vehicles that weigh 8,501 pounds or more require an additional fee. 2 If you transfer vehicle plates for one vehicle to another , you cannot use this chart to calculate your fee.","Commercial vehicle registration fees, vehicle use taxes and supplemental fees#3_0",f20ca315d67b922f8190c780dd4db80d
Yes it is the original registration.,Ok you must pay the fees for your vehicle plates which is $25 and your title certificate fee of $50.,Yes,"[[{'sp_id': '4', 'label': 'solution'}, {'sp_id': '5', 'label': 'solution'}, {'sp_id': '6', 'label': 'solution'}]]","Determine the fees for commercial vehicles 
Use both theregistration fee and county use tax charts to determine your registration fee and county use tax. If this is the original registration of your vehicle , you must pay the fees for your vehicle plates $25.00 your title certificate fee of $50.00 the sales tax 1 

Registration fee chart for commercial vehicles 
The fees listed in the chart are for commercial vehicles that weigh less than 18,000 lbs. Diesel - powered commercial vehicles that weigh 8,501 pounds or more require an additional fee. 2 If you transfer vehicle plates for one vehicle to another , you cannot use this chart to calculate your fee.","Commercial vehicle registration fees, vehicle use taxes and supplemental fees#3_0",f20ca315d67b922f8190c780dd4db80d
Is there a vehicle use tax?,Residents of New York City and several counties in New York must pay a vehicle use tax when they register a commercial vehicle or renew a commercial vehicle registration.,New York City,"[[{'sp_id': '14', 'label': 'solution'}, {'sp_id': '15', 'label': 'solution'}, {'sp_id': '16', 'label': 'solution'}]]","County use taxes and supplemental fees 
Residents of New York City and several counties in New York must pay a vehicle use tax when they register a commercial vehicle or renew a commercial vehicle registration. The DMV collects the taxes for the city and the counties. Read the table below to determine if you must pay a vehicle use tax. If you have questions about these taxes , ask the city or county where you reside or have a business. If you reside outside New York City and you are exempt from the vehicle use tax in the county where you reside or have a business , complete form UT-11C. If you reside in New York City and you are exempt from the NYC vehicle use tax , get form UT-11 from a local DMV office [1] or a DMV Call Center [2].","Commercial vehicle registration fees, vehicle use taxes and supplemental fees#3_0",f20ca315d67b922f8190c780dd4db80d
How much is the vehicle use tax?,Vehicle use tax is $40 a year and livery and for-hire vehicles in these registration classes are $400 for 1 year.,$80,"[[{'sp_id': '24', 'label': 'solution'}, {'sp_id': '25', 'label': 'solution'}, {'sp_id': '26', 'label': 'solution'}]]","New York City Bronx, Kings (Brooklyn), New York (Manhattan), Queens, Richmond (Staten Island) 
All passenger vehicle original registrations and renewals Vehicle use tax - $80 for 2 years $40 / year Livery and for - hire vehicles in these registration classes - $400 for 1 year 3 Livery OML Bus (OMR) Taxi OMT Supplemental MCTD fee - $50 for two years $25 per year Note : The New York City Taxi and Limousine Commission regulates all "" TC "" vehicle plates. All registrants for "" TC "" vehicle plates must pay the vehicle use tax.","Commercial vehicle registration fees, vehicle use taxes and supplemental fees#3_0",f20ca315d67b922f8190c780dd4db80d
What about taxes outside of New York City?,The chart show the use taxes and supplemental fees for all original registrations and renewals.  The amount of the sales tax depends on the purchase price and your locality.,UT-11C,"[[{'sp_id': '35', 'label': 'solution'}, {'sp_id': '36', 'label': 'solution'}, {'sp_id': '37', 'label': 'solution'}]]","County use taxes and supplemental fees 
Residents of New York City and several counties in New York must pay a vehicle use tax when they register a commercial vehicle or renew a commercial vehicle registration. The DMV collects the taxes for the city and the counties. Read the table below to determine if you must pay a vehicle use tax. If you have questions about these taxes , ask the city or county where you reside or have a business. If you reside outside New York City and you are exempt from the vehicle use tax in the county where you reside or have a business , complete form UT-11C. If you reside in New York City and you are exempt from the NYC vehicle use tax , get form UT-11 from a local DMV office [1] or a DMV Call Center [2].","Commercial vehicle registration fees, vehicle use taxes and supplemental fees#3_0",f20ca315d67b922f8190c780dd4db80d
