question,answer,model_answer,ref,retrived_doc,doc_id,dial_id
What will happen if I move to another state and I have a suspended license?,It is possible that you could still get a license in another state; but sometimes it will still be considered suspended.,not issue you a license,"[[{'sp_id': '18', 'label': 'solution'}, {'sp_id': '19', 'label': 'solution'}, {'sp_id': '20', 'label': 'solution'}]]","your license plates to NYS when you get to your new home state. A license suspension or revocation here could mean that your new home state will not issue you a license there. Remember , it is important to notify DMV of your new address so that any
States communicate with each other , so when you move to another state, be sure to tie up any loose ends regarding your New York State license or registration. That means resolving any unanswered tickets, suspensions or revocations, and surrendering
sufficient to only: write your new address on the back of your old license; tell the United States Postal Service; or inform the police officer writing you a ticket. If you fail to keep your address current , you will miss a suspension order and may
resolve the problem , we must suspend the vehicle registration and , if it persists, your driver license!We suspend 300,000 registrations a year for failure to maintain insurance. If you fail to maintain an updated address with us , you won t learn",Top 5 DMV Mistakes and How to Avoid Them#3_0,f1f938a2aafd404ca51a13458ede2431
Can I get a DIAL-IN search account?,"Yes, if you regularly search DMV records for driver license, registration, vehicle title or insurance information.",Yes,"[[{'sp_id': '3', 'label': 'precondition'}]]","What is a DIAL-IN search account and who can get one?
Are there fees for using a DIAL-IN search account?
How do I pay DIAL-IN Search Account fees?
Will DMV contact me about the searches I perform using my DIAL-IN Search Account?",DIAL-IN search accounts#3_0,ef824871ac756adcc332155f6b01ed11
Since I use all those services as an attorney then I can sign up for the DIAL-IN now?,"Since you are an attorney, then yes you can use DIAL-IN services.  ",I use all those services as an attorney,"[[{'sp_id': '4', 'label': 'solution'}, {'sp_id': '5', 'label': 'solution'}]]","If you regularly need to search DMV records for driver license, registration, vehicle title or insurance information , then DIAL - IN is the service you need. Our typical clients include attorneys, insurance and private investigators, process
you will need to show permissible use of your client, and your client agent relationship. If you personally did not perform the search we have inquired about , please check with the other users of your DIAL - IN account to see if one of them
Will DMV contact me about the searches I perform using my DIAL-IN Search Account?
Yes , DMV may ask you about a DIAL - IN search you performed. We inquire about searches to monitor compliance with the DIAL - IN Terms of Service . You must respond to the inquiry whether or not you have business records that support your search.",DIAL-IN search accounts#3_0,ef824871ac756adcc332155f6b01ed11
Can you help me understand when I will know my application has been accepted by DIAL-IN?,"We will review your application and then we will let you know as soon as we accept it.
Did you complete the whole application so that we can process it as soon as we review it?",DIAL - IN system,"[[{'sp_id': '13', 'label': 'solution'}], [{'sp_id': '14', 'label': 'precondition'}]]","How will I know my application has been accepted?
What is a DIAL-IN search account and who can get one?
Will DMV contact me about the searches I perform using my DIAL-IN Search Account?
your account number and password. Your seven - digit account number will never change. You will enter this account number when you log in to the DIAL - IN system.",DIAL-IN search accounts#3_0,ef824871ac756adcc332155f6b01ed11
"No, I did not complete the whole application
So once I complete the whole application and you review it, I will get my acceptance?","Yes, that is correct.  As soon as you complete the entire application as an attorney, then you will be accepted to the DIAL-IN service.",Your application is not complete,"[[{'sp_id': '4', 'label': 'solution'}, {'sp_id': '5', 'label': 'solution'}]]","We will review your application. If you application is not complete , we will return your application with an explanation that will give you more instructions. If your application is complete , we will create an account for you. We will send you
How will I know my application has been accepted?
Your response will be considered an incomplete reply if you do not give us the business records. You can complete an inquiry at any time if you send us the requested acceptable business records. If you performed the search on behalf of a client ,
Paying customers must include a deposit with the application. Your first deposit must be enough to pay for two months of searches. When we accept your application , your deposit is added to your new account balance. When you make a search , we",DIAL-IN search accounts#3_0,ef824871ac756adcc332155f6b01ed11
Will DMV ask me any questions about my DIAL-IN searches I make?,"Yes, DMV will inquire about searches being made because it is in compliance.","Yes, DMV may ask you about a DIAL - IN search","[[{'sp_id': '46', 'label': 'solution'}, {'sp_id': '47', 'label': 'solution'}, {'sp_id': '48', 'label': 'solution'}]]","Will DMV contact me about the searches I perform using my DIAL-IN Search Account?
Yes , DMV may ask you about a DIAL - IN search you performed. We inquire about searches to monitor compliance with the DIAL - IN Terms of Service . You must respond to the inquiry whether or not you have business records that support your search.
Yes. Records of searches are public records. If a motorist asks the DMV if his records were searched , the DMV supplies him with the name and business address of the DIAL - IN account holder , and the time, date and search criteria used to search
If you regularly need to search DMV records for driver license, registration, vehicle title or insurance information , then DIAL - IN is the service you need. Our typical clients include attorneys, insurance and private investigators, process",DIAL-IN search accounts#3_0,ef824871ac756adcc332155f6b01ed11
Can DMV see my searches?,"Yes, they may ask about performed searches.",Yes,"[[{'sp_id': '46', 'label': 'solution'}, {'sp_id': '47', 'label': 'solution'}, {'sp_id': '48', 'label': 'solution'}]]","Will DMV contact me about the searches I perform using my DIAL-IN Search Account?
Yes. Records of searches are public records. If a motorist asks the DMV if his records were searched , the DMV supplies him with the name and business address of the DIAL - IN account holder , and the time, date and search criteria used to search
Yes , DMV may ask you about a DIAL - IN search you performed. We inquire about searches to monitor compliance with the DIAL - IN Terms of Service . You must respond to the inquiry whether or not you have business records that support your search.
accident reports, and surveillance reports and numerous other types of records. The Terms of Service of your Search Account require you to maintain these records and to provide them to DMV when requested.",DIAL-IN search accounts#3_0,91504908b965f7beba2fcfc4cd523dfc
What if the search was for someone else?,You will need to show proof.,DIAL - IN account numbers,"[[{'sp_id': '52', 'label': 'solution'}]]","Yes. Records of searches are public records. If a motorist asks the DMV if his records were searched , the DMV supplies him with the name and business address of the DIAL - IN account holder , and the time, date and search criteria used to search
Will you tell a motorist if I searched his records?
for the records. We do not disclose the DIAL - IN account numbers of the account holder that performed the search.
you will need to show permissible use of your client, and your client agent relationship. If you personally did not perform the search we have inquired about , please check with the other users of your DIAL - IN account to see if one of them",DIAL-IN search accounts#3_0,91504908b965f7beba2fcfc4cd523dfc
Will my records be shared?,"Yes, the records are public.
Are you concerned about someone asking have they been searched?",Yes,"[[{'sp_id': '59', 'label': 'solution'}, {'sp_id': '60', 'label': 'solution'}], [{'sp_id': '61', 'label': 'precondition'}]]","Yes. Records of searches are public records. If a motorist asks the DMV if his records were searched , the DMV supplies him with the name and business address of the DIAL - IN account holder , and the time, date and search criteria used to search
Will you tell a motorist if I searched his records?
The business records you keep must exist prior to the search you perform and must establish the business purpose of the search. Common examples of business records include invoices, retainer agreements, employment applications, consent forms,
Yes , DMV may ask you about a DIAL - IN search you performed. We inquire about searches to monitor compliance with the DIAL - IN Terms of Service . You must respond to the inquiry whether or not you have business records that support your search.",DIAL-IN search accounts#3_0,91504908b965f7beba2fcfc4cd523dfc
"No, they will already be aware.
What happens if I didn't perform the search?",You will need to contact us.,DMV will contact me about the searches,"[[{'sp_id': '56', 'label': 'solution'}]]","Will you tell a motorist if I searched his records?
Will DMV contact me about the searches I perform using my DIAL-IN Search Account?
Yes , DMV may ask you about a DIAL - IN search you performed. We inquire about searches to monitor compliance with the DIAL - IN Terms of Service . You must respond to the inquiry whether or not you have business records that support your search.
Yes. Records of searches are public records. If a motorist asks the DMV if his records were searched , the DMV supplies him with the name and business address of the DIAL - IN account holder , and the time, date and search criteria used to search",DIAL-IN search accounts#3_0,91504908b965f7beba2fcfc4cd523dfc
What searches can I do?,Anything for employment. There's a list available.,mail - order searches,"[[{'sp_id': '43', 'label': 'solution'}, {'sp_id': '44', 'label': 'solution'}]]","subtract the search fee from your account balance. Payment by credit card is NOT available at this time. You can use your account to pay for the mail - order searches and the online searches. If you must pay a fee for the service , your account
Yes. Records of searches are public records. If a motorist asks the DMV if his records were searched , the DMV supplies him with the name and business address of the DIAL - IN account holder , and the time, date and search criteria used to search
Yes , DMV may ask you about a DIAL - IN search you performed. We inquire about searches to monitor compliance with the DIAL - IN Terms of Service . You must respond to the inquiry whether or not you have business records that support your search.
What business records must I keep to document the searches I perform?",DIAL-IN search accounts#3_0,91504908b965f7beba2fcfc4cd523dfc
What if it doesn't work with my browser?,Update the version.,search fee,"[[{'sp_id': '74', 'label': 'solution'}]]","Note on browser compatibility
We are upgrading our security protocols to better protect your data. To verify your browser is compatible to continue using any of the state's government websites , please visit https://encryption.ny.gov/ [6]. If your browser is not currently
subtract the search fee from your account balance. Payment by credit card is NOT available at this time. You can use your account to pay for the mail - order searches and the online searches. If you must pay a fee for the service , your account
compatible , please update it to the newest version.",DIAL-IN search accounts#3_0,91504908b965f7beba2fcfc4cd523dfc
Who do I contact about my account?,You can contact the DMV.,NYSDMV DIAL - IN AccountsRoom 2316 Empire State PlazaAlbany,"[[{'sp_id': '68', 'label': 'solution'}]]","How do I apply for an account?
Will DMV contact me about the searches I perform using my DIAL-IN Search Account?
How do I contact DMV about my Dial-in Search Account? 
You can contact us at: NYSDMV DIAL - IN AccountsRoom 2316 Empire State PlazaAlbany, NY 12228 473 - 2137e - mail: [email protected] [5 ]
We will review your application. If you application is not complete , we will return your application with an explanation that will give you more instructions. If your application is complete , we will create an account for you. We will send you",DIAL-IN search accounts#3_0,91504908b965f7beba2fcfc4cd523dfc
What are out of state insurance documents?,"New York will never accept out of state insurance coverage of any type.
Is your vehicle registered in New York.",New York State insurance coverage,"[[{'sp_id': '46', 'label': 'solution'}], [{'sp_id': '47', 'label': 'precondition'}]]","Out-of-state insurance documents
in effect be New York State insurance coverage , issued by a company licensed by the NY State Department of Financial Services and certified by NY State DMV - out - of - state insurance is never acceptable be issued in the name of the vehicle
We will never accept out - of - state vehicle insurance coverage of any type. If your vehicle is registered in New York , it must have New York State auto liability insurance coverage. Your motorcycle must have insurance coverage any time it is
Do I need insurance?",New York State Insurance Requirements#3_0,1901d688dbfbf7f424d4c1d447e594a7
yes,It must have New York state insurance coverage.,no,"[[{'sp_id': '48', 'label': 'solution'}, {'sp_id': '49', 'label': 'solution'}, {'sp_id': '50', 'label': 'solution'}]]","Do I need insurance?
Yes. The DMV requires auto liability insurance to register a vehicle in New York. When you get insurance , your insurance company will issue proof of insurance in two ways. It will give you two original NY State Insurance ID Cards see a sample [3]
Yes. To register a vehicle in New York State you must have New York State issued automobile liability insurance coverage. If you do not maintain the coverage , the DMV can suspend your vehicle registration and your driver license.
always be in exactly the same name. You should always carry the paper or access to your digital electronic NY State Insurance ID Card in your vehicle. All Owned Vehicles AOV All Owned & Non - Owned Comprehensive Auto Liability Policy AON Dealer",New York State Insurance Requirements#3_0,1901d688dbfbf7f424d4c1d447e594a7
How long do I have to register?,"You have 180 days from date of your insurance ID.
",180 days,"[[{'sp_id': '33', 'label': 'solution'}, {'sp_id': '34', 'label': 'solution'}, {'sp_id': '35', 'label': 'solution'}]]","electronic notice of insurance together verify your insurance coverage. We need both. You must register your vehicle at the DMV within 180 days of the effective date on your insurance ID card. Bring one copy or form of your Insurance Identification
Do I need insurance to register my vehicle?
There can only be 1 or 2 names on a registration registrants. Both the primary registrant first name listed on the registration and the co - registrant must sign the Vehicle Registration / Title Application PDF [2] MV-82 and provide their proofs of
Do I need insurance?",New York State Insurance Requirements#3_0,1901d688dbfbf7f424d4c1d447e594a7
Where can I find an insurance company?,The New York State Department of Financial Services website.,The New York State Department of Financial Services website,"[[{'sp_id': '18', 'label': 'solution'}]]","What kind of insurance do I need?
Do I need insurance?
registrant, and remain in the name of the registrant at all times 2 The New York State Department of Financial Services website has more information about liability insurance and insurance companies licensed in New York: http://www.dfs.ny.gov [1].
Do I need insurance to register my vehicle?",New York State Insurance Requirements#3_0,1901d688dbfbf7f424d4c1d447e594a7
Will DMV accept copies of my insurance ID?,Yes as long as barcode can be scanned.,Yes,"[[{'sp_id': '42', 'label': 'solution'}, {'sp_id': '43', 'label': 'solution'}, {'sp_id': '44', 'label': 'solution'}]]","Will the DMV accept copies or faxes of my Insurance Identification Card? 
Yes. However , the DMV will not accept a card if the DMV barcode reader cannot read scan the barcode.
Cards with you. The DMV office will keep the paper card. Keep the other paper card with the vehicle as your proof of insurance. Anyone operating your vehicle must be able to provide proof of insurance while they are operating the vehicle.
electronic notice of insurance together verify your insurance coverage. We need both. You must register your vehicle at the DMV within 180 days of the effective date on your insurance ID card. Bring one copy or form of your Insurance Identification
or provide you with access to your digital electronic NY State Insurance ID Card 3 send an electronic notice of insurance coverage to the DMV your insurance agent or broker cannot file this notice Your NY State Insurance Identification Cards and the",New York State Insurance Requirements#3_0,1901d688dbfbf7f424d4c1d447e594a7
What do I need from insurance company as proof?,Your insurance company will give you two ID cards.,the other paper card,"[[{'sp_id': '27', 'label': 'solution'}, {'sp_id': '28', 'label': 'solution'}, {'sp_id': '29', 'label': 'solution'}]]","What kind of insurance do I need?
Do I need insurance?
Cards with you. The DMV office will keep the paper card. Keep the other paper card with the vehicle as your proof of insurance. Anyone operating your vehicle must be able to provide proof of insurance while they are operating the vehicle.
electronic notice of insurance together verify your insurance coverage. We need both. You must register your vehicle at the DMV within 180 days of the effective date on your insurance ID card. Bring one copy or form of your Insurance Identification",New York State Insurance Requirements#3_0,1901d688dbfbf7f424d4c1d447e594a7
Do I need insurance?,"Yes you need insurance.
Are you looking to register a vehicle in New York State?",Yes. The DMV requires auto liability insurance to register a vehicle in New York,"[[{'sp_id': '2', 'label': 'solution'}], [{'sp_id': '3', 'label': 'precondition'}]]","Do I need insurance?
What kind of insurance do I need?
Do I need insurance to register my vehicle?
Yes. The DMV requires auto liability insurance to register a vehicle in New York. When you get insurance , your insurance company will issue proof of insurance in two ways. It will give you two original NY State Insurance ID Cards see a sample [3]",New York State Insurance Requirements#3_0,e5b2e04bf3523e7a9ac0a39af439613c
No not at this time.,Do you currently have insurance?,No,"[[{'sp_id': '4', 'label': 'precondition'}]]","Yes. The DMV requires auto liability insurance to register a vehicle in New York. When you get insurance , your insurance company will issue proof of insurance in two ways. It will give you two original NY State Insurance ID Cards see a sample [3]
Yes. To register a vehicle in New York State you must have New York State issued automobile liability insurance coverage. If you do not maintain the coverage , the DMV can suspend your vehicle registration and your driver license.
Do I need insurance?
registrant, and remain in the name of the registrant at all times 2 The New York State Department of Financial Services website has more information about liability insurance and insurance companies licensed in New York: http://www.dfs.ny.gov [1].",New York State Insurance Requirements#3_0,e5b2e04bf3523e7a9ac0a39af439613c
Yes I maintain insurance at this time.,Great without maintaining insurance the DMV can suspend your vehicle registration and your driver license.,I have no problem,"[[{'sp_id': '5', 'label': 'solution'}]]","Do I need insurance?
Do I need insurance to register my vehicle?
Yes. To register a vehicle in New York State you must have New York State issued automobile liability insurance coverage. If you do not maintain the coverage , the DMV can suspend your vehicle registration and your driver license.
registrant, and remain in the name of the registrant at all times 2 The New York State Department of Financial Services website has more information about liability insurance and insurance companies licensed in New York: http://www.dfs.ny.gov [1].",New York State Insurance Requirements#3_0,e5b2e04bf3523e7a9ac0a39af439613c
What type of insurance is required to register a vehicle?,The DMV requires auto liability insurance to register a vehicle in New York.,auto liability insurance,"[[{'sp_id': '24', 'label': 'solution'}, {'sp_id': '25', 'label': 'solution'}]]","Do I need insurance to register my vehicle?
What kind of insurance do I need?
Yes. To register a vehicle in New York State you must have New York State issued automobile liability insurance coverage. If you do not maintain the coverage , the DMV can suspend your vehicle registration and your driver license.
Yes. The DMV requires auto liability insurance to register a vehicle in New York. When you get insurance , your insurance company will issue proof of insurance in two ways. It will give you two original NY State Insurance ID Cards see a sample [3]",New York State Insurance Requirements#3_0,e5b2e04bf3523e7a9ac0a39af439613c
What proof do I need for the DMV?,Your insurance company will issue proof of insurance.  It may be Insurance ID cards or provide you with access to your digital electronic NY State Insurance ID Card.,electronic notice of insurance,"[[{'sp_id': '27', 'label': 'solution'}, {'sp_id': '28', 'label': 'solution'}, {'sp_id': '29', 'label': 'solution'}]]","Cards with you. The DMV office will keep the paper card. Keep the other paper card with the vehicle as your proof of insurance. Anyone operating your vehicle must be able to provide proof of insurance while they are operating the vehicle.
electronic notice of insurance together verify your insurance coverage. We need both. You must register your vehicle at the DMV within 180 days of the effective date on your insurance ID card. Bring one copy or form of your Insurance Identification
Will the DMV accept copies or faxes of my Insurance Identification Card? 
Yes. However , the DMV will not accept a card if the DMV barcode reader cannot read scan the barcode.
Yes. The DMV requires auto liability insurance to register a vehicle in New York. When you get insurance , your insurance company will issue proof of insurance in two ways. It will give you two original NY State Insurance ID Cards see a sample [3]",New York State Insurance Requirements#3_0,e5b2e04bf3523e7a9ac0a39af439613c
Is that the only way to access the cards?,"Yes, your insurance will provide proof in one of two ways.",The DMV office will keep the paper card,"[[{'sp_id': '27', 'label': 'solution'}, {'sp_id': '28', 'label': 'solution'}, {'sp_id': '29', 'label': 'solution'}]]","Cards with you. The DMV office will keep the paper card. Keep the other paper card with the vehicle as your proof of insurance. Anyone operating your vehicle must be able to provide proof of insurance while they are operating the vehicle.
Will the DMV accept copies or faxes of my Insurance Identification Card? 
Yes. However , the DMV will not accept a card if the DMV barcode reader cannot read scan the barcode.
Does the name on my vehicle registration application and Insurance Identification Card need to be the same? 
Yes. Your insurance cards must have the same name as the name on your vehicle registration application.
always be in exactly the same name. You should always carry the paper or access to your digital electronic NY State Insurance ID Card in your vehicle. All Owned Vehicles AOV All Owned & Non - Owned Comprehensive Auto Liability Policy AON Dealer",New York State Insurance Requirements#3_0,e5b2e04bf3523e7a9ac0a39af439613c
How much does it cost to get a commercial registration?,"You would need to get both the county and state fees from the appropriate sources.
If it's the first time you've done this, you have a few small fees.",$25.00,"[[{'sp_id': '2', 'label': 'solution'}], [{'sp_id': '3', 'label': 'precondition'}]]","Registration fee chart for commercial vehicles
Determine the fees for commercial vehicles
Use both theregistration fee and county use tax charts to determine your registration fee and county use tax. If this is the original registration of your vehicle , you must pay the fees for your vehicle plates $25.00 your title certificate fee of
Department of Taxation and Finance website. To determine the correct fee , add 3.25% to the fee listed in the chart , and change the result to the nearest $0.25. Several registration classes are exempt from the additional fee. The classes include","Commercial vehicle registration fees, vehicle use taxes and supplemental fees#3_0",3cd0fb8c1ccf43fc7be1c0ee50923b9e
"What fees are they?
I've looked at the fee chart but I don't understand it.","If you reference it, it will tell you all you need to know.",$0.25,"[[{'sp_id': '9', 'label': 'solution'}, {'sp_id': '10', 'label': 'solution'}, {'sp_id': '11', 'label': 'solution'}]]","you cannot use this chart to calculate your fee.
Department of Taxation and Finance website. To determine the correct fee , add 3.25% to the fee listed in the chart , and change the result to the nearest $0.25. Several registration classes are exempt from the additional fee. The classes include
The chart show the use taxes and supplemental fees for all original registrations and renewals. The amount of the sales tax depends on the purchase price and your locality. You can see the current sales tax rates by jurisdiction [3] at the
The fees listed in the chart are for commercial vehicles that weigh less than 18,000 lbs. Diesel - powered commercial vehicles that weigh 8,501 pounds or more require an additional fee. 2 If you transfer vehicle plates for one vehicle to another ,","Commercial vehicle registration fees, vehicle use taxes and supplemental fees#3_0",3cd0fb8c1ccf43fc7be1c0ee50923b9e
Is there a fee chart that refrences and combines both?,"No, you'll need to reference both in order to determine total cost.",no,"[[{'sp_id': '2', 'label': 'solution'}]]","you cannot use this chart to calculate your fee.
Department of Taxation and Finance website. To determine the correct fee , add 3.25% to the fee listed in the chart , and change the result to the nearest $0.25. Several registration classes are exempt from the additional fee. The classes include
The chart show the use taxes and supplemental fees for all original registrations and renewals. The amount of the sales tax depends on the purchase price and your locality. You can see the current sales tax rates by jurisdiction [3] at the
Registration fee chart for commercial vehicles","Commercial vehicle registration fees, vehicle use taxes and supplemental fees#3_0",3cd0fb8c1ccf43fc7be1c0ee50923b9e
