,question,answer,model_answer,true_ref_str,attribution,answer_f1,answer_prec,answer_recall,autoais_retrevied(model_answer),att_f1,att_prec,att_recall,autoais_true_answer,BLEU,ROUGHLS,BLEU_ANS,ROUGHLS_ANS,cos_sim,cos_sim_ans
10,I moved recently and forgot to update my address. Could this be a problem?,"Yes, by statute, you have to report a change of address to DMV before ten days after moving.",Yes,"you must report a change of address to DMV within ten days of moving.  That is the case for the address associated with your license, as well as all the addresses associated with each registered vehicle, which may differ. ",Forgetting to Update Address,0.1111111111111111,1.0,0.0588235294117647,yes,0.1025641025641025,0.5,0.0571428571428571,yes,0.0683332407324896,0.0183321230057122,0.537284965911771,0.0954120756313892,0.5990378,0.522387
11,Is it common to delay a transaction due to forgetting any prerequisite when going to the DMV office? what could be the alternative?,"Yes. Around 10% of our customers forget some of the pre-requisites when going to a DMV office. To avoid this, you could check on the DMV website to see if you can do your transaction online.",no,"About ten percent of customers visiting a DMV office do not bring what they need to complete their transaction, and have to come back a second time to finish their business.  This can be as simple as not bringing sufficient funds to pay for a license renewal or not having the proof of auto insurance required to register a car.  don t visit a DMV office at all, and see if your transaction can be performed online, like an address change, registration renewal, license renewal, replacing a lost title, paying a DRA or scheduling a road test. ",,0.0,0.0,0.0,no,0.0,0.0,0.0,no,0.0,0.0,0.5946035575013605,0.080324235179392,0.48576927,0.515251
12,What if the inquiry letter you send to me doesn't resolve the problem with my insurance?,"In that case, we must suspend the vehicle registration and if the problem persists, your driver's license. This happens quite often a year due to failing to maintain insurance.",I will be sued,"we must suspend the vehicle registration and ,  if it persists, your driver license!We suspend 300,000 registrations a year for failure to maintain insurance. ",,0.0,0.0,0.0,it is not possible to tell,0.0,0.0,0.0,no,0.0,0.0,0.1344791119656338,0.0312717936716751,0.48576927,0.50724447
13,What could happen if I forget to update my new address with you guys?,If you move and don't update your address who won't know about any insurance problem and we'll have to suspend your registration and license.,I would be unable to get to my new home,"you won t learn that you have an insurance problem ,  and we will suspend your registration and license.  Make sure you turn in your vehicle s license plates at DMV before you cancel your insurance policy. ",Forgetting to Update Address,0.0588235294117647,0.1,0.0416666666666666,it is not possible to tell,0.0,0.0,0.0,it is not possible to tell,0.0683332407324896,0.0183321230057122,0.0522999606345228,0.0149398769191851,0.5990378,0.60570556
14,Can I leave the state without notifying DMV?,Thanks to the communications between states you can resolve any previous problem you have in New York State before registering in the new state.,yes,"States communicate with each other ,  so when you move to another state, be sure to tie up any loose ends regarding your New York State license or registration.  That means resolving any unanswered tickets, suspensions or revocations, and surrendering your license plates to NYS when you get to your new home state. ",Leaving the State Without Notifying DMV,0.0,0.0,0.0,yes,0.0350877192982456,0.2,0.0192307692307692,yes,0.0505828593169615,0.0144493740195481,0.537284965911771,0.0954120756313892,0.65341586,0.5222706
15,Can you keep me up to date with my insurance so it doesn't lapse?,"The New York State requires every motorist to maintain auto insurance always that a vehicle is registered, due to that, DMV works with insurance companies to monitor your insurance coverage and keep you informed.",Yes,"Because we all pay indirectly for crashes involving uninsured motorists ,  New York State requires every motorist to maintain auto insurance every single day a vehicle is registered.  DMV works with insurance companies to electronically monitor your insurance coverage , ",,0.0,0.0,0.0,no,0.0,0.0,0.0,yes,0.0,0.0,0.537284965911771,0.0954120756313892,0.48576927,0.522387
16,How would you contact me about any insurance problem?,After knowing about the problem we will send you a mail with an insurance inquiry letter to allow you to solve the problem.,e-mail,"Because we all pay indirectly for crashes involving uninsured motorists ,  New York State requires every motorist to maintain auto insurance every single day a vehicle is registered.  DMV works with insurance companies to electronically monitor your insurance coverage , ",,0.0,0.0,0.0,no,0.0,0.0,0.0,yes,0.0,0.0,0.2886751345948128,0.0562152518127277,0.48576927,0.4589318
17,tell me about the cost of traffic points.,the charge you get from DMV is based on how many points you have accumulated.,cost of traffic points,"DMV maintains a point system to track dangerous drivers.  motorists convicted of a traffic ticket feel they have resolved all their motoring issues with the local court, but later learn that the Driver Responsibility Assessment DRA is a separate DMV charge based on the total points they accumulate. ",Understanding how Much Traffic Points Cost,0.1111111111111111,0.25,0.0714285714285714,yes,0.0833333333333333,0.3333333333333333,0.0476190476190476,yes,0.0492353039261401,0.0142561081061302,0.0857678470011125,0.021930473513444,0.510348,0.48786968
18,tell me about the documentation I should bring when going to a DMV office.,"Since many of our customers tend to forget some document or requirement for their transactions, we recommend that you go first to our website to see if you can do your transaction online, that way you can avoid any hassle from going to the DMV Office.",not bringing proper documentation,"About ten percent of customers visiting a DMV office do not bring what they need to complete their transaction, and have to come back a second time to finish their business.  This can be as simple as not bringing sufficient funds to pay for a license renewal or not having the proof of auto insurance required to register a car.  don t visit a DMV office at all, and see if your transaction can be performed online, like an address change, registration renewal, license renewal, replacing a lost title, paying a DRA or scheduling a road test. ",Not Bringing Proper Documentation to DMV Office,0.0,0.0,0.0,yes,0.1063829787234042,0.7142857142857143,0.057471264367816,no,0.0439107358500634,0.0129738104359535,0.0599994294992758,0.0166130223489607,0.60491997,0.48302305
19,Would there be a problem if I leave the state without notifying DMV?,"You should resolve any pending problem you have here before moving to another state, if you not, you could not get a new license in your new home state.",Yes,A license suspension or revocation here could mean that your new home state will not issue you a license there.  it is important to notify DMV of your new address so that any possible mail correspondence can reach you.  turning in your plates is important to avoid an insurance lapse. ,Leaving the State Without Notifying DMV,0.0,0.0,0.0,yes,0.0769230769230769,0.4,0.0425531914893617,yes,0.0522999606345228,0.0149398769191851,0.537284965911771,0.0954120756313892,0.65341586,0.522387
20,Tell me about what can I do to not let my insurance lapse.,"Since we work with the insurance company to make sure that all the vehicles maintain their insurances properly and according to the New York State requirements, we sill inform you of any problems with your insurance coverage. ",Turn in your plates,"Because we all pay indirectly for crashes involving uninsured motorists ,  New York State requires every motorist to maintain auto insurance every single day a vehicle is registered.  DMV works with insurance companies to electronically monitor your insurance coverage , ","Also , turning in your plates is important to avoid an insurance lapse.",0.0526315789473684,0.25,0.0294117647058823,yes,0.1666666666666666,0.3636363636363636,0.1081081081081081,yes,0.0301052017424668,0.0095459343487004,0.1041546541060196,0.0258414279079682,0.62562287,0.5072259
21,What if I cancel my insurance policy?,you have to turn in your vehicle's license plates at DMV.,I will be suspended from driving,"you won t learn that you have an insurance problem ,  and we will suspend your registration and license.  Make sure you turn in your vehicle s license plates at DMV before you cancel your insurance policy. ",Insurance policies must be from a company licensed in New,0.0,0.0,0.0,It's impossible to say,0.0909090909090909,0.2222222222222222,0.0571428571428571,no,0.0371204552033676,0.0113433937320584,0.0582978374534141,0.0160477644965674,0.6678622,0.5078161
22,"I more often than not tend to forget one or some of the documents needed for my transaction at the DMV Office, please tell me, is there another way to do my DMV transactions?","Yes, before going to the DMV office you should check our website to see if you can do your transaction online.",yes,"About ten percent of customers visiting a DMV office do not bring what they need to complete their transaction, and have to come back a second time to finish their business.  This can be as simple as not bringing sufficient funds to pay for a license renewal or not having the proof of auto insurance required to register a car.  don t visit a DMV office at all, and see if your transaction can be performed online, like an address change, registration renewal, license renewal, replacing a lost title, paying a DRA or scheduling a road test. ",,0.0952380952380952,1.0,0.05,no,0.0,0.0,0.0,yes,0.0,0.0,0.537284965911771,0.0954120756313892,0.57222,0.5487379
23,Can I just write my new address in the back of my license if I haven't updated my address at the DMV?,"No, by statute, you must update your address at the DMV whenever you move from your registered address. It's not enough to just write the new address in the back of your license, or inform an officer when getting a ticket, or tell the United States Postal Service.",Yes,It is not sufficient to only: write your new address on the back of your old license; tell the United States Postal Service; or inform the police officer writing you a ticket. ,,0.0,0.0,0.0,no,0.0,0.0,0.0,no,0.0,0.0,0.4854917717073234,0.0862145427090973,0.57222,0.54317766
24,How will you contact me about a problem with my insurance?,"When we detect any problem with your insurance, we'll mail you an insurance inquiry letter to let you resolve the problem.",an insurance inquiry letter,we mail you an insurance inquiry letter to allow you to clear up the problem. ,If the inquiry letter does not,0.2727272727272727,1.0,0.1578947368421052,it is not possible to tell,0.2222222222222222,0.4,0.1538461538461538,yes,0.0649435767210324,0.0176574081715307,0.0723728402702922,0.01927815781466,0.51717675,0.5573439
25,Can you help me with how to avoid the lapse of my insurance?,DMV is always in contact with insurance companies to electronically monitor your insurance coverage and comply with the New York State requirements.,"Yes, I would like to turn in my plates.","Because we all pay indirectly for crashes involving uninsured motorists ,  New York State requires every motorist to maintain auto insurance every single day a vehicle is registered.  DMV works with insurance companies to electronically monitor your insurance coverage , ","Also , turning in your plates is important to avoid an insurance lapse.",0.1333333333333333,0.2222222222222222,0.0952380952380952,yes,0.1666666666666666,0.3636363636363636,0.1081081081081081,it is not possible to tell,0.0301052017424668,0.0095459343487004,0.0545958669290904,0.0155957198116592,0.62562287,0.5305864
26,Can I just notify the United States Postal Service about a change of address or do I have to update this info with the DMV too?,You have to keep your address up to date in the DMV. It is not enough to inform the US Postal Service.,yes,It is not sufficient to only: write your new address on the back of your old license; tell the United States Postal Service; or inform the police officer writing you a ticket. ,,0.0,0.0,0.0,no,0.0,0.0,0.0,no,0.0,0.0,0.537284965911771,0.0954120756313892,0.57222,0.5487379
27,Tell me about the mistake of not bringing the proper documentation to a DMV office.,"Around 10% of our customers that visit a DMV office, forget to bring all of the requirements for their transactions. Before going to a DMV Office you should see if your transaction can be performed online, like an address change, registration renewal, and more. This way you can avoid going to a DMV Office.",The DMV office is not a good place to bring the documents.,"About ten percent of customers visiting a DMV office do not bring what they need to complete their transaction, and have to come back a second time to finish their business.  This can be as simple as not bringing sufficient funds to pay for a license renewal or not having the proof of auto insurance required to register a car.  don t visit a DMV office at all, and see if your transaction can be performed online, like an address change, registration renewal, license renewal, replacing a lost title, paying a DRA or scheduling a road test. ",Not Bringing Proper Documentation to DMV Office,0.1379310344827586,0.4444444444444444,0.0816326530612244,it is not possible to tell,0.1063829787234042,0.7142857142857143,0.057471264367816,yes,0.0439107358500634,0.0129738104359535,0.0386654521353971,0.0118507813899313,0.56373465,0.53760135
28,what could happen in case I don't update my address in the DMV?,"first, is not enough to update your address with a third party, you should keep your address updated in the DMV, if not, you could miss a suspension order and may be charged with operating an unregistered vehicle.",I will be charged for the wrong address,It is not sufficient to only: write your new address on the back of your old license; tell the United States Postal Service; or inform the police officer writing you a ticket. ,Forgetting to Update Address,0.1463414634146341,0.4285714285714285,0.088235294117647,it is not possible to tell,0.125,0.5,0.0714285714285714,suspension order,0.0697144080947286,0.01870265614163,0.0530986643176718,0.015168032630516,0.5521378,0.47472364
29,Tell me about the costs of traffic points.,the cost of the charge you can get from the DMV due to a traffic violation varies according your accumulated traffic points.,The cost of traffic points is the cost of the traffic ticket.,"DMV maintains a point system to track dangerous drivers.  motorists convicted of a traffic ticket feel they have resolved all their motoring issues with the local court, but later learn that the Driver Responsibility Assessment DRA is a separate DMV charge based on the total points they accumulate. ",Understanding how Much Traffic Points Cost,0.2962962962962963,0.4444444444444444,0.2222222222222222,yes,0.0833333333333333,0.3333333333333333,0.0476190476190476,yes,0.0492353039261401,0.0142561081061302,0.0321082233921232,0.0099258990286703,0.55511945,0.4501441
30,What else could happen if I don't update my address with you guys?.,You won't learn about any insurance problem and we'll suspend your registration and license.,I will be charged for the wrong address,"you won t learn that you have an insurance problem ,  and we will suspend your registration and license.  Make sure you turn in your vehicle s license plates at DMV before you cancel your insurance policy. ",Forgetting to Update Address,0.0,0.0,0.0,it is not possible to tell,0.0,0.0,0.0,no,0.0683332407324896,0.0183321230057122,0.0514628911681647,0.0147007617334666,0.5198423,0.55490977
31,Is it that important to update my address at the DMV?,"By statute, you must always report any change of address to the DMV within 10 days of moving. This applies for the address associated with your license and all addresses associated with your registered vehicles.",It is not,"you must report a change of address to DMV within ten days of moving.  That is the case for the address associated with your license, as well as all the addresses associated with each registered vehicle, which may differ. ",It is not,0.0,0.0,0.0,no,0.0526315789473684,0.3333333333333333,0.0285714285714285,no,0.1907082808182837,0.0402740871318892,0.1907082808182837,0.0402740871318892,0.45526642,0.49729785
32,Do I have only 10 days to report a change of address?,"Yes, this is required by law. You have to report your new address within ten days of moving.",Yes,"you must report a change of address to DMV within ten days of moving.  That is the case for the address associated with your license, as well as all the addresses associated with each registered vehicle, which may differ. ",,0.1052631578947368,1.0,0.0555555555555555,no,0.0,0.0,0.0,yes,0.0,0.0,0.537284965911771,0.0954120756313892,0.51148784,0.5205265
33,How often do you send inquiry letters?,We send about 500.000 inquiry letters per year.,"500,000","We send 500,000 inquiry letters a year. ","We send 500,000 inquiry letters a year.",0.2222222222222222,1.0,0.125,yes,1.0,1.0,1.0,yes,0.0538628702713129,0.0153863338060769,0.1920561263749893,0.0384819674608726,0.4338866,0.3631653
34,I want to know about the traffic points cost.,The points is the system used for the DMV to keep track of dangerous drivers. The amount you pay from a DMV charge for a traffic ticket depends on the number of accumulated points.,How much does it cost to have a traffic point?,"DMV maintains a point system to track dangerous drivers.  motorists convicted of a traffic ticket feel they have resolved all their motoring issues with the local court, but later learn that the Driver Responsibility Assessment DRA is a separate DMV charge based on the total points they accumulate. ",Understanding how Much Traffic Points Cost,0.1111111111111111,0.2222222222222222,0.074074074074074,yes,0.0833333333333333,0.3333333333333333,0.0476190476190476,yes,0.0492353039261401,0.0142561081061302,0.0448814642166084,0.0132099259244895,0.44346386,0.4272511
35,Isn't the DMV charge included in the DRA charge?,"No, the DRA and DMV charge are separate charges.",no,"DMV maintains a point system to track dangerous drivers.  motorists convicted of a traffic ticket feel they have resolved all their motoring issues with the local court, but later learn that the Driver Responsibility Assessment DRA is a separate DMV charge based on the total points they accumulate. ",,0.2222222222222222,1.0,0.125,no,0.0,0.0,0.0,yes,0.0,0.0,0.5946035575013605,0.080324235179392,0.51148784,0.5287048
36,What if I have an insurance problem and the inquiry letter does not resolve it?,"In that case, we have to suspend the vehicle registration and, if the problem persists, your license.",I will have to pay a fine,"we must suspend the vehicle registration and ,  if it persists, your driver license!We suspend 300,000 registrations a year for failure to maintain insurance. ","We send 500,000 inquiry letters a year.",0.1904761904761904,0.3333333333333333,0.1333333333333333,it is not possible to tell,0.1481481481481481,0.3333333333333333,0.0952380952380952,it is not possible to tell,0.0522999606345228,0.0149398769191851,0.0812022458676967,0.0213036021806998,0.4338866,0.6073923
37,"Hello, I recently moved with my family and I forgot to Update my address. I read an article about the Top 5 DMV mistakes people do, and figured out it'd be a problem if I don't update it. What can I do?","Hello. First, you have to report a change of address to DMV within ten days of having moved, for both the address associated with your license and all the addresses associated with each vehicle you have. ",I can do this by going to the DMV and getting a copy of the DMV's website.,"you must report a change of address to DMV within ten days of moving.  That is the case for the address associated with your license, as well as all the addresses associated with each registered vehicle, which may differ. ",Forgetting to Update Address,0.1702127659574468,0.2857142857142857,0.1212121212121212,yes,0.1025641025641025,0.5,0.0571428571428571,yes,0.0683332407324896,0.0183321230057122,0.0292263865958237,0.0093305037940317,0.5198423,0.55222577
38,It's been 2 weeks since I moved. What are the consequences of not having updated my address within those ten days?,You will be charged with operating an unregistered vehicle and/or aggravated unlicensed operation.,I would be unable to get my license,"you will miss a suspension order and may be charged with operating an unregistered vehicle and/or aggravated unlicensed operation, both misdemeanors.  This really happens ,  but the good news is this is a problem that is easily avoidable. ","By statute , you must report a change of address to DMV within ten days of moving.",0.1,0.125,0.0833333333333333,it is not possible to tell,0.0416666666666666,0.0666666666666666,0.0303030303030303,it is not possible to tell,0.0263483938176946,0.0085529291873148,0.0574765349675649,0.0160919691348109,0.6084743,0.6733203
39,"Ok. I'll pay the charges.I have another question: I'm planning on leaving the state next month, what  are the steps I should take? I don't want to leave the state without notifying DMV","Well, you need to know that States communicate with each other, so if you leave the state without notifying DMV will be aware of that. Before leaving the state, make sure to resolve any unaswered tickets, suspensions or revocations. 
You also have to surrender your license(s) plate(s) to NYS when you get to the new state. ","I'm planning on leaving the state next month, what are the steps I should take?","States communicate with each other ,  so when you move to another state, be sure to tie up any loose ends regarding your New York State license or registration.  That means resolving any unanswered tickets, suspensions or revocations, and surrendering your license plates to NYS when you get to your new home state. ",Leaving the State Without Notifying DMV,0.0606060606060606,0.1538461538461538,0.0377358490566037,no,0.0350877192982456,0.2,0.0192307692307692,No,0.0505828593169615,0.0144493740195481,0.0270269862882305,0.0087206412282068,0.63248783,0.49942154
40,Ok. I suppose I have to get a new car insurance in the new state. What happens if by accident I let the insurance lapse?,DMV will suspend your registration and license. ,I will be charged for the new car insurance.,"you won t learn that you have an insurance problem ,  and we will suspend your registration and license.  Make sure you turn in your vehicle s license plates at DMV before you cancel your insurance policy. ",possible mail correspondence can reach you.,0.1333333333333333,0.125,0.1428571428571428,it is not possible to tell,0.048780487804878,0.1666666666666666,0.0285714285714285,no,0.0487613377367312,0.014179145583231,0.0462513294813836,0.0135051246778775,0.46386832,0.5398638
41,"Let's say I get to a new state, I register my vehicle, get my car insurance and all that stuff but my coverage is dropped for any reason. What would DMV do in that case? ","We would send you an inquiry letter to allow you to clear up the problem. We send 500000 inquiry letters a year, so that's covered. ",I will have to pay a fine.,"We send 500,000 inquiry letters a year. ",Insurance policies must be from a company licensed in New,0.0714285714285714,0.1666666666666666,0.0454545454545454,no,0.0,0.0,0.0,no,0.0330917858025315,0.0101122993669808,0.0766491816317381,0.0202660619027887,0.5684267,0.5843861
42,"Hi , I forget to update my adress. And What will happen now.?","You must inform your adrees change to DMV in ten days. If you are in ten days, please hurry.",I will be unable to update my address.,"By statute ,  you must report a change of address to DMV within ten days of moving.  That is the case for the address associated with your license, as well as all the addresses associated with each registered vehicle, which may differ. ",Forgetting to Update Address,0.074074074074074,0.125,0.0526315789473684,yes,0.0975609756097561,0.5,0.054054054054054,yes,0.0683332407324896,0.0183321230057122,0.0545248369852275,0.0155010363163024,0.5198424,0.550543
43,"If I don't, is there any serious problem for me?","Yes , in thşs case you can miss a suspensin order, and so you can continue to drive an unregistered vehicle",yes,"you will miss a suspension order and may be charged with operating an unregistered vehicle and/or aggravated unlicensed operation, both misdemeanors.  This really happens ,  but the good news is this is a problem that is easily avoidable. ",,0.1052631578947368,1.0,0.0555555555555555,no,0.0,0.0,0.0,no,0.0,0.0,0.537284965911771,0.0954120756313892,0.51148784,0.47274715
44,Is it useless to inform the police officer about the situation?,No it is not sufficient. You must do more.,no,It is not sufficient to only: write your new address on the back of your old license; tell the United States Postal Service; or inform the police officer writing you a ticket. ,,0.1999999999999999,1.0,0.1111111111111111,no,0.0,0.0,0.0,no,0.0,0.0,0.5946035575013605,0.080324235179392,0.51148784,0.48136318
45,I didn't know that adress is so important.Is there any other matter where the address is important?,Yes There are lots of section about adress. For instance we mail insurance problems to your address.,Yes,"you won t learn that you have an insurance problem ,  and we will suspend your registration and license.  Make sure you turn in your vehicle s license plates at DMV before you cancel your insurance policy. ",,0.1111111111111111,1.0,0.0588235294117647,yes,0.0,0.0,0.0,yes,0.0,0.0,0.537284965911771,0.0954120756313892,0.51148784,0.48508036
46,Insurance problems? Like what. Can you explain more?,"New York State wants every motorist to maintain auto insurance , and we watch your insurance status electronically",a drop in coverage,"Because we all pay indirectly for crashes involving uninsured motorists ,  New York State requires every motorist to maintain auto insurance every single day a vehicle is registered.  DMV works with insurance companies to electronically monitor your insurance coverage , ","We send 500,000 inquiry letters a year.",0.0,0.0,0.0,no,0.0465116279069767,0.1666666666666666,0.027027027027027,no,0.0514628911681647,0.0147007617334666,0.1032099390164001,0.0253197617606033,0.43388653,0.5325397
47,What happens if my insurance lapses?,"Because we all pay indirectly for crashes involving uninsured motorists, New York State requires every motorist to maintain auto insurance every single day a vehicle is registered. DMV works with insurance companies to electronically monitor your insurance coverage",I will not receive mail correspondence,"Because we all pay indirectly for crashes involving uninsured motorists ,  New York State requires every motorist to maintain auto insurance every single day a vehicle is registered.  DMV works with insurance companies to electronically monitor your insurance coverage , ",possible mail correspondence can reach you.,0.0,0.0,0.0,no,0.0,0.0,0.0,no,0.0480695122840917,0.0139779719840955,0.0537046809853955,0.015267871603827,0.46386832,0.44239837
48,What happens if I forget to update my address?,"You must report a change of address to DMV within ten days of moving. That is the case for the address associated with your license , as well as all the addresses associated with each registered vehicle , which may differ",I will be charged for the wrong address,"By statute ,  you must report a change of address to DMV within ten days of moving.  That is the case for the address associated with your license, as well as all the addresses associated with each registered vehicle, which may differ. ",Forgetting to Update Address,0.0952380952380952,0.2857142857142857,0.0571428571428571,it is not possible to tell,0.0975609756097561,0.5,0.054054054054054,You must report a change of address to DMV within ten days of moving,0.0683332407324896,0.0183321230057122,0.0522999606345228,0.0149398769191851,0.5198424,0.52549404
49,What happens if I forget to update my current address?,"You will miss a suspension order and may be charged with operating an unregistered vehicle and/or aggravated unlicensed operation , both misdemeanors.",I will be charged for the change,"you will miss a suspension order and may be charged with operating an unregistered vehicle and/or aggravated unlicensed operation, both misdemeanors.  This really happens ,  but the good news is this is a problem that is easily avoidable. ",Forgetting to Update Address,0.2399999999999999,0.5,0.1578947368421052,it is not possible to tell,0.0,0.0,0.0,you will miss a suspension order and may be charged with operating an unregistered vehicle and/or aggravated unlicensed operation,0.0683332407324896,0.0183321230057122,0.062998047340818,0.0173416008488639,0.5198424,0.5366324
50,What happens if I have more questions after receiving the inquiry letter?,We will suspend the vehicle registration,I will be contacted by the insurance company,"we must suspend the vehicle registration and , ",If the inquiry letter does not,0.1666666666666666,0.1428571428571428,0.2,it is not possible to tell,0.0,0.0,0.0,it is not possible to tell,0.0636569280782974,0.0173075832711297,0.0462513294813836,0.0135051246778775,0.5274949,0.5319214
